Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
[SEP] SPECIAL TOPICS: NONINVASIVE NEUROMODULATION AND NEUROIMAGING TECHNOLOGIES,ZRG1 NV - Q (91),10/05/23,"CROSS, DONNA J, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY AND IMAGING SCIENCES,UNIVERSITY OF UTAH,"SALT LAKE CITY,    UT,    841322140",,,
[SEP] SPECIAL TOPICS: NONINVASIVE NEUROMODULATION AND NEUROIMAGING TECHNOLOGIES,ZRG1 NV - Q (91),10/05/23,"FREGNI, FELIPE, PHD, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICAL MEDICINE AND REHABILITATION,HARVARD MEDICAL SCHOOL,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,"BOSTON,    MA,    02129",,
[SEP] SPECIAL TOPICS: NONINVASIVE NEUROMODULATION AND NEUROIMAGING TECHNOLOGIES,ZRG1 NV - Q (91),10/05/23,"IZZETOGLU, MELTEM, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ELECTRICAL AND COMPUTER ENGINEERING,VILLANOVA UNIVERSITY,"VILLANOVA,    PA,    19085",,,
[SEP] SPECIAL TOPICS: NONINVASIVE NEUROMODULATION AND NEUROIMAGING TECHNOLOGIES,ZRG1 NV - Q (91),10/05/23,"MCCLINTOCK, SHAWN M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHIATRY,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,    TX,    75390",,,
[SEP] SPECIAL TOPICS: NONINVASIVE NEUROMODULATION AND NEUROIMAGING TECHNOLOGIES,ZRG1 NV - Q (91),10/05/23,"SETHI, AMIT",ASSOCIATE PROFESSOR,DEPARTMENT OF OCCUPATIONAL THERAPY,SCHOOL OF HEALTH AND REHABILITATION SCIENCES,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,    PA,    15219",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"BAI, XIAOWEN, MD, PHD",ASSOCIATE PROFESSOR,"DEPARTMENT OF CELL BIOLOGY,",NEUROBIOLOGY AND ANATOMY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE,    WI,    53226",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"BI, XIAONING, PHD, MD",ASSOCIATE PROFESSOR,COLLEGE OF OSTEOPATHIC MEDICINE OF THE PACIFIC,WESTERN UNIVERSITY,"POMONA,    CA,    91766",,,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"CHANG, SU-YOUNE, PHD",ASSOCIATE PROFESSOR,"DEPARTMENTS OF NEUROSURGERY,","BIOMEDICAL ENGINEERING, AND PHYSIOLOGY",MAYO CLINIC,"ROCHESTER,    MN,    55905",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"DUBOUE, ERIK ROLANDO, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGY,FLORIDA ATLANTIC UNIVERSITY,"BOCA RATON,    FL,    33431",,,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"KWON, HYUNGBAE, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"JUPITER,    FL,    33458",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"SCIMEMI, ANNALISA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,STATE UNIVERSITY OF NEW YORK AT ALBANY,"ALBANY,    NY,    12222",,,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"SHEPHERD, JASON D, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROBIOLOGY,AND ANATOMY,SCHOOL OF MEDICINE,UNIVERSITY OF UTAH,"SALT LAKE CITY,    UT,    84112",
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),06/29/23,"TIWARI, ASHUTOSH, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,MICHIGAN TECHNOLOGICAL UNIVERSITY,"HOUGHTON,    MI,    49931",,,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),03/09/23,"JONGENS, THOMAS A, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF GENETICS,SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,    PA,    19104",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),03/09/23,"KAWATA, KEISUKE, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF KINESIOLOGY,SCHOOL OF PUBLIC HEALTH,"INDIANA UNIVERSITY, BLOOMINGTON","BLOOMINGTON,    IN,    47405",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),03/09/23,"TIWARI, ASHUTOSH, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,MICHIGAN TECHNOLOGICAL UNIVERSITY,"HOUGHTON,    MI,    49931",,,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),03/09/23,"WISCO, JONATHAN J., PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ANATOMY AND NEUROBIOLOGY,CHOBANIAN & AVEDISIAN SCHOOL MEDICINE,BOSTON UNIVERSITY,"BOSTON,    MA,    02118",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),03/09/23,"YANG, YI-MEI (AMY), PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,MEDICAL SCHOOL DULUTH CAMPUS,UNIVERSITY OF MINNESOTA,"DULUTH,    MN,    55812",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),10/26/22,"BAI, XIAOWEN, MD, PHD",ASSOCIATE PROFESSOR,"DEPARTMENT OF CELL BIOLOGY, NEUROBIOLOGY",AND ANATOMY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE,    WI,    53226",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),10/26/22,"SHEPHERD, JASON D, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROBIOLOGY AND ANATOMY,SCHOOL OF MEDICINE,UNIVERSITY OF UTAH,"SALT LAKE CITY,    UT,    84112",,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),10/26/22,"TIWARI, ASHUTOSH, PHD",ASSOCIATE PROFESSOR,DEPARTEMENT OF CHEMISTRY,MICHIGAN TECHNOLOGICAL UNIVERSITY,"HOUGHTON,    MI,    49931",,,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),10/26/22,"YANG, YI-MEI (AMY), PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,UNIVERSITY OF MINNESOTA,"MINNEAPOLIS,    MN,    55455",,,
[SEP] NEUROSCIENCE AREA GRANT APPLICATIONS,ZRG1 BN - R (86),10/26/22,"ZUPAN, BOJANA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHOLOGICAL SCIENCE,VASSAR COLLEGE,"POUGHKEEPSIE,    NY,    12604",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"ALBRECHT, RANDY A., PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,    NY,    10029",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"BRUNETTI, LUIGI, PHMD, MPH, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACY PRACTICE AND ADMINISTRATION,ERNEST MARIO SCHOOL OF PHARMACY,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","PISCATAWAY,    NJ,    08854",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"BRYK, RUSLANA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,WEILL CORNELL MEDICAL COLLEGE,"NEW YORK,    NY,    10065",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"CAPALDO, CHRISTOPHER TODD, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NATURAL SCIENCE,COLLEGE OF NATURAL AND COMPUTATIONAL SCIENCES,HAWAII PACIFIC UNIVERSITY,"HONOLULU,    HI,    96813",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"EMERY, FLAVIO DA SILVA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,UNIVERSITY OF SAO PAULO,"RIBEIRAO PRETO,    14040150",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"GRAY, KATHRYN JOHNSON, MD, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF OBSTETRICS & GYNECOLOGY,UNIVERSITY OF WASHINGTON SCHOOL OF MEDICINE,"SEATTLE,    WA,    98195",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"HONDA, JENNIFER R., PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF CELLULAR AND MOLECULAR BIOLOGY,UNIVERSITY OF TEXAS HEALTH CENTER AT TYLER,"TYLER,    TX,    75708",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"HUAMAN JOO, MOISES ARTURO, MD",ASSOCIATE PROFESSOR,INTERNAL MEDICINE,COLLEGE OF MEDICINE,UNIVERSITY OF CINCINNATI,"CINCINNATI,    OH,    45267",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"LASKIN, BENJAMIN LEWIS, MD",ASSOCIATE PROFESSOR,DIVISION OF PEDIATRIC NEPHROLOGY,THE KIDNEY TRANSPLANT AND DIALYSIS PROGRAM,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,    PA,    19104",
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"ONI-ORISAN, AKINYEMI, PHD, PHMD",ASSOCIATE PROFESSOR,DEPARTMENT OF CLINICAL PHARMACY,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,    CA,    94143",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"OZONOFF, AL, PHD, MA",ASSOCIATE PROFESSOR,"HARVARD MEDICAL SCHOOL, PEDIATRICS","BOSTON,    MA,    02115",,,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"REINEKE, JOSHUA JAMES, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,COLLEGE OF PHARMACY,SOUTH DAKOTA STATE UNIVERSITY,"BROOKINGS,    SD,    57007",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"SCIFRES, CHRISTINA MARIE, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF OBSTETRICS & GYNECOLOGY,INDIANA UNIVERSITY SCHOOL OF MEDICINE,"INDIANAPOLIS,    IN,    462025149",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"WHITAKER, EMMETT E, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF ANESTHESIOLOGY,& CRITICAL CARE MEDICINE,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE,    MD,    21287",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),06/25/24,"JIMENEZ, VERONICA, PHD, PHARMACY, BIOCHEMIST",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCE,HEALTH PROMOTION RESEARCH INSTITUTE,"CALIFORNIA STATE UNIVERSITY, FULLERTON","FULLERTON,    CA,    92831",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"BYTAUTIENE PREWIT, EGLE, PHD, MD",ASSOCIATE PROFESSOR,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER,"SAN ANTONIO,    TX,    77555",,,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"CHANG, AILEEN, MD",ASSOCIATE PROFESSOR,SCHOOL OF MEDICINE AND HEALTH SCIENCES,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON,    DC,    20002",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"CRUME, TESSA L, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,UNIVERSITY OF COLORADO,"DENVER,    CO,    80226",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"DISHAW, LARRY JOE, PHD",ASSOCIATE PROFESSOR,COLLEGE OF MEDICINE MOLECULAR MEDICINE,COLLEGE OF MEDICINE PEDIATRICS,UNIVERSITY OF SOUTH FLORIDA,"ST PETERSBURG,    FL,    33701",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"JIMENEZ, VERONICA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCE,HEALTH PROMOTION RESEARCH INSTITUTE,"CALIFORNIA STATE UNIVERSITY, FULLERTON","FULLERTON,    CA,    92831",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"KAGAN, LEONID, PHD",ASSOCIATE PROFESSOR,RUTGERS UNIVERSITY,THE STATE UNIVERSITY OF NEW JERSEY,"PISCATAWAY,    NJ,    08854",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"MCINTOSH, JENNIFER J, DO",ASSOCIATE PROFESSOR,DEPARTMENT OF OBSTETRICS AND GYNECOLOGY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE,    WI,    53226",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"NATESAN, SENTHIL KUMAR, PHD",ASSOCIATE PROFESSOR,PHARMACEUTICAL SCIENCES,COLLEGE OF PHARMACY AND PHARMACEUTICAL SCIENCES,WASHINGTON STATE UNIVERSITY,"SPOKANE,    WA,    99164",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"ROBERTS, VICTORIA HJ, PHD",ASSOCIATE PROFESSOR,DIVISION OF REPRODUCTIVE & DEVELOPMENTAL SCIENCES,OREGON HEALTH & SCIENCE UNIVERSITY,"BEAVERTON,    OR,    97006",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),02/28/24,"TALATI, ARDESHEER, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHIATRY,COLUMBIA UNIVERSITY,"NEW YORK CITY,    NY,    10032",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),10/17/23,"BYTAUTIENE PREWIT, EGLE, MD, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF OBSTETRICS AND GYNECOLOGY,UNIVERSITY OF TEXAS HEALTH SAN ANTONIO,"SAN ANTONIO,    TX,    78229",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),10/17/23,"CHEN, BIN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,AND HUMAN DEVELOPMENT,MICHIGAN STATE UNIVERSITY,"EAST LANSING,    MI,    48824",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),10/17/23,"DONG, MIN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,"CINCINNATI,    OH,    45229",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),10/17/23,"JONES, HELEN N, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND FUNCTIONAL GENOMICS,DEPARTMENT OF OBSTETRICS AND GYNECOLOGY,UNIVERSITY OF FLORIDA COLLEGE OF MEDICINE,UNIVERSITY OF FLORIDA,"GAINESVILLE,    FL,    32611",
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),10/17/23,"REYNOLDS, JESSICA L, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,SCHOOL OF MEDICINE AND BIOMEDICAL SCIENCES,UNIVERSITY AT BUFFALO,"BUFFALO,    NY,    14203",,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),10/17/23,"WEBER, CHRISTOPHER, MD, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PATHOLOGY,UNIVERSITY OF CHICAGO,"CHICAGO,    IL,    60637",,,
[SEP] ADVANCING THERAPEUTICS,ZRG1 MCST - M (81),10/17/23,"YELLEPEDDI, VENKATA K, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,SCHOOL OF MEDICINE,UNIVERSITY OF UTAH,"SALT LAKE CITY,    UT,    84132",,
[SEP] PAR PANEL: INTERNATIONAL AND COOPERATIVE PROJECTS AND IMPLEMENTATION RESEARCH ON NONCOMMUNICABLE DISEASE RISK FACTORS AMONG LOW- AND MIDDLE-INCOME COUNTRY AND TRIBAL POPULATIONS LIVING IN URBAN ENVIRONMENTS,ZRG1 ICP - W (55),07/19/24,"SHRESTHA, ARCHANA, PHD",ASSOCIATE PROFESSOR AND ASSISTANT PROFESSOR ADJUNCT,DEPARTMENT OF PUBLIC HEALTH,KATHMANDU UNIVERSITY SCHOOL OF MEDICAL SCIENCES,DEPARTMENT OF CHRONIC DISEASE EPIDEMIOLOGY,YALE SCHOOL OF MEDICINE,"NEW HAVEN,    CT,    06510",
[SEP] TOPICS IN HEALTH SERVICES RESEARCH: HEALTH INFORMATION TECHNOLOGY AND CLINICAL INFORMATICS,ZRG1 HSS - D (90),06/25/24,"SHETH, SANGINI S, MD",ASSOCIATE PROFESSOR AND ASSOCIATE CHIEF,DIVISION OF GYNECOLOGIC SPECIALTIES,"DEPARTMENT OF OBSTETRICS, GYNECOLOGY",AND REPRODUCTIVE SCIENCES,"NEW HAVEN,    CT,    65220",,
"[SEP] TOPICS IN HEALTH SERVICES RESEARCH, MATERNAL AND CHILD HEALTH, AGING, AND SUBSTANCE USE",ZRG1 HSS - P (90),07/11/24,"KOWALKOWSKI, MARC, PHD",ASSOCIATE PROFESSOR AND ASSOCIATE CHIEF OF RESEARCH,SECTION OF HOSPITAL MEDICINE,SCHOOL OF MEDICINE,WAKE FOREST UNIVERSITY,"WINSTON-SALEM,    NC,    27101",,
[SEP] PAR-23-122: RESEARCH WITH ACTIVITIES RELATED TO DIVERSITY (REWARD),ZRG1 IVBH - H (55),06/10/24,"HEATON, BRENDA, PHD",ASSOCIATE PROFESSOR AND ASSOCIATE DEAN FOR RESEARCH,SCHOOL OF DENTISTRY,UNIVERSITY OF UTAH,"SALT LAKE CITY,    UT,    84108",,,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL A (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - P (56),07/11/24,"BLOOM, TINA L, PHD",ASSOCIATE PROFESSOR AND CHAIR,SCHOOL OF NURSING,NOTRE DAME OF MARYLAND UNIVERSITY,"BALTIMORE,    MD,    21210",,,
[SEP] SOCIETAL AND ETHICAL ISSUES IN RESEARCH,ZRG1 SEIR - Y (80),06/14/24,"BUCHANAN, ADAM H, MPH",ASSOCIATE PROFESSOR AND CHAIR,DEPARTMENT OF GENOMIC HEALTH,GEISINGER CLINIC,"DANVILLE,    PA,    17822",,,
[SEP] MEMBER CONFLICT: HEALTH SERVICES AND SYSTEMS,ZRG1 HSS - C (02),07/22/24,"SULIBURK, JAMES, MD",ASSOCIATE PROFESSOR AND CHIEF,ENDOCRINE SURGERY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,    TX,    77054",,,
"[SEP] TOPICS IN HEALTH SERVICES RESEARCH, MATERNAL AND CHILD HEALTH, AGING, AND SUBSTANCE USE",ZRG1 HSS - P (90),07/11/24,"DUDOVITZ, REBECCA N, MD",ASSOCIATE PROFESSOR AND CHIEF,DIVISION OF PEDIATRICS,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES,    CA,    90095",,,
[SEP] MEMBER CONFLICT: MOLECULAR GENETICS AND GENOMICS,ZRG1 MGG - K (02),07/11/24,"CONRAD, DONALD F, PHD",ASSOCIATE PROFESSOR AND CHIEF,DIVISION OF GENETICS,OREGON NATIONAL PRIMATE RESEARCH CENTER,OREGON HEALTH AND SCIENCE UNIVERSITY,"PORTLAND,    OR,    97239",,
[SEP] PAR-23-318: MOBILE HEALTH: TECHNOLOGY AND OUTCOMES IN LOW AND MIDDLE INCOME COUNTRIES PANEL B (R21/R33 - CLINICAL TRIAL OPTIONAL),ZRG1 SCIL - J (57),07/19/24,"SIMS, OMAR T, PHD",ASSOCIATE PROFESSOR AND DIRECTOR,DEPARTMENT OF QUANTITATIVE HEALTH SCIENCES,LERNER RESEARCH INSTITUTE,CLEVELAND CLINIC,"CLEVLAND,    OH,    44195",,
[SEP] BIOCHEMISTRY AND BIOPHYSICS MIRA REVIEW,ZRG1 MBBC - B (55),07/23/24,"BALL, LAUREN ELIZABETH, PHD",ASSOCIATE PROFESSOR AND DIRECTOR OF THE MASS SPECTROMETRY FACILITY,MASS SPECTROMETRY FACILITY,MUSC PROTEOMICS CENTER,MEDICAL UNIVERSITY OF SOUTH CAROLINA,"CHARLESTON,    SC,    29425",,
"[SEP] TOPICS IN HEALTH SERVICES RESEARCH, MATERNAL AND CHILD HEALTH, AGING, AND SUBSTANCE USE",ZRG1 HSS - P (90),07/11/24,"PRATT, REBEKAH J, BSOCSCI, MSOCSCI, PHD, PGDCOMMPSY",ASSOCIATE PROFESSOR AND INTERIM VICE CHAIR FOR RESEARCH,DEPARTMENT OF FAMILY MEDICINE AND COMMUNITY HEALTH,UNIVERSITY OF MINNESOTA,"MINNEAPOLIS,    MN,    55414",,,
[SEP] PAR PANEL: MAXIMIZING INVESTIGATORS RESEARCH AWARD (MIRA),ZRG1 MBBC - F (55),07/16/24,"WILHELM, STEFAN, PHD",ASSOCIATE PROFESSOR AND STEPHENSON CHAIR #5,STEPHENSON CANCER CENTER,STEPHENSON SCHOOL OF BIOMEDICAL ENGINEERING,THE UNIVERSITY OF OKLAHOMA,"NORMAN,    OK,    73019",,
[SEP] RESOURCE DEVELOPMENT FOR ANIMAL MODELS AND BIOLOGICAL SYSTEMS,ZRG1 BTC - Y (55),07/17/24,"GOULD, KAREN A, PHD",ASSOCIATE PROFESSOR AND VICE CHAIR,"DEPARTMENT OF GENETICS ,CELLULAR BIOLOGY,",AND ANATOMY,UNIVERSITY OF NEBRASKA MEDICAL CENTER,"OMAHA,    NE,    68198",,
[SEP] TOPICS IN HEALTH SERVICES RESEARCH: HEALTH INFORMATION TECHNOLOGY AND CLINICAL INFORMATICS,ZRG1 HSS - D (90),06/25/24,"BARNETT, MICHAEL LAWRENCE, MD",ASSOCIATE PROFESSOR HEALTH POLICY AND MANAGEMENT,SCHOOL OF PUBLIC HEALTH,HARVARD T.H. CHAN,"BOSTON,    MA,    02115",,,
[SEP] MEMBER CONFLICT: HEALTH SERVICES AND SYSTEMS,ZRG1 HSS - C (02),07/22/24,"MARINO, MIGUEL, PHD",ASSOCIATE PROFESSOR OF BIOSTATISTICS,DEPARTMENT OF FAMILY MEDICINE,OREGON HEALTH & SCIENCE UNIVERSITY,"PORTLAND,    OR,    97239",,,
[SEP] TOPICS IN CLINICAL INFORMATICS AND DATA ANALYTICS,ZRG1 HSS - N (90),07/11/24,"BROWN, GRANT D, PHD",ASSOCIATE PROFESSOR OF BIOSTATISTICS,DEPARTMENT OF BIOSTATISTIC,COLLEGE OF PUBLIC HEALTH,UNIVERSITY OF IOWA,"IOWA CITY,    IA,    52242",,
[SEP] TOPICS IN HEALTH SERVICES RESEARCH: HEALTH INFORMATION TECHNOLOGY AND CLINICAL INFORMATICS,ZRG1 HSS - D (90),06/25/24,"MACIEJEWSKI, PAUL K, PHD",ASSOCIATE PROFESSOR OF BIOSTATISTICS IN RADIOLOGY,CO DIRECTOR CORNELL CENTER FOR RESEARCH ON,END OF LIFE CARE,DEPARTMENT OF RADIOLOGY,WEILL CORNELL MEDICINE,"NEW YORK CITY,    NY,    10065",
"[SEP] AREA/REAP: MUSCULOSKELETAL, SKIN AND ORAL SCIENCES",ZRG1 MSOS - Q (80),07/10/24,"TARRANT, TERESA KATHLEEN, MD",ASSOCIATE PROFESSOR OF MEDICINE,VICE CHIEF OF TRANSLATIONAL RESEARCH,DIVISION OF RHEUMATOLOGY AND IMMUNOLOGY,DUKE UNIVERSITY,"DURHAM,    NC,    27710",,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),10/26/23,"KASHANI, AMIR H, MD, PHD","ASSOCIATE PROFESSOR OF OPHTHALMOLOGY, AND BIOMEDICAL ENGINEERING",WILMER EYE INSTITUTE,JOHNS HOPKINS SCHOOL OF MEDICINE,"BALTIMORE,    MD,    21287",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"KASHANI, AMIR H, MD, PHD","ASSOCIATE PROFESSOR OF OPHTHALMOLOGY, NEUROLOGY, AND BIOMEDICAL ENGINEERING",WILMER EYE INSTITUTE,JOHNS HOPKINS SCHOOL OF MEDICINE,"BALTIMORE,    MD,    21287",,,
[SEP] RFA-NS-24-021: HEAL INITIATIVE: INDIVIDUAL DIFFERENCES IN HUMAN PAIN CONDITIONS,ZRG1 CCHI - A (57),06/03/24,"CARLSON, JORDAN A, PHD",ASSOCIATE PROFESSOR OF PEDIATRICS,UNIVERSITY OF MISSOURI-KANSAS CITY,SCHOOL OF MEDICINE,"KANSAS CITY,    MO,    64108",,,
"[SEP] SPECIAL TOPICS: BRAIN IMAGING, VISION, BIOENGINEERING AND LOW VISION TECHNOLOGY DEVELOPMENT",ZRG1 NV - P (81),03/07/24,"THOMAS, BIJU BLAVADY, PHD",ASSOCIATE PROFESSOR OF RESEARCH,DEPARTMENT OF OPHTHALMOLOGY,ROSKI EYE INSTITUTE,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,    CA,    90033",,
[SEP] MEMBER CONFLICT: HEALTH SERVICES AND SYSTEMS,ZRG1 HSS - C (02),07/22/24,"KILIC, ARMAN, MD",ASSOCIATE PROFESSOR OF SURGERY,DIVISION OF CARDIOTHORACIC SURGERY,MEDICAL UNIVERSITY OF SOUTH CAROLINA,"CHARLESTON,    SC,    29425",,,
