Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
CANCER MOLECULAR PATHOBIOLOGY STUDY SECTION,CAMP,10/21/21 -,"LUJAMBIO, AMAIA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ONCOLOGICAL SCIENCES,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK, NY, 10029",,,
GENE REGULATION IN CANCER STUDY SECTION,GRIC,10/20/22 -,"LUJAMBIO, AMAIA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ONCOLOGICAL SCIENCES,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK, NY, 10029",,,
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,06/01/22 -,"LUJAN, LUIS,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGIC SURGERY,AND DEPARTMENT OF  PHYSIOLOGY,AND BIOMEDICAL ENGINEERING,MAYO CLINIC,"ROCHESTER, MN, 55905",
"BIOENGINEERING OF NEUROSCIENCE, VISION AND LOW VISION TECHNOLOGIES STUDY SECTION",BNVT,02/17/22 -,"LUJAN, LUIS,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGIC SURGERY,AND DEPARTMENT OF  PHYSIOLOGY,AND BIOMEDICAL ENGINEERING,MAYO CLINIC,"ROCHESTER, MN, 55905",
INTEGRATIVE AND CLINICAL ENDOCRINOLOGY AND REPRODUCTION STUDY SECTION,ICER,10/20/22 -,"LUJAN, MARLA E,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITIONAL SCIENCES,CORNELL UNIVERSITY,"ITHACA, NY, 14853",,,
INTEGRATIVE AND CLINICAL ENDOCRINOLOGY AND REPRODUCTION STUDY SECTION,ICER,06/15/22 -,"LUJAN, MARLA E,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITIONAL SCIENCES,CORNELL UNIVERSITY,"ITHACA, NY, 14853",,,
CELLULAR AND MOLECULAR BIOLOGY OF NEURODEGENERATION STUDY SECTION,CMND,10/28/21 -,"LUK, KELVIN C,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF PATHOLOGY,AND LABORATORY MEDICINE,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA, PA, 19104",
CLINICAL MANAGEMENT IN GENERAL CARE SETTINGS STUDY SECTION,CMGC,06/13/22 -,"LUM, HILLARY,  MD,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE-GERIATRICS,SCHOOL OF MEDICINE,UNIVERSITY OF COLORADO DENVER,"AURORA, CO, 80045",,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION,NPI,02/15/22 -,"LUMPKIN, ELLEN A,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,UNIVERSITY OF CALIFORNIA BERKELEY,"BERKELEY, CA, 94720",,,
CELLULAR AND MOLECULAR IMMUNOLOGY - B STUDY SECTION,CMIB,06/23/22 -,"LUND, JENNIFER M,  PHD",PROFESSOR,DEPARTMENT OF VACCINE AND INFECTIOUS DISEASE,FRED HUTCHINSON CANCER RESEARCH CENTER,"SEATTLE, WA, 98109",,,
CELLULAR AND MOLECULAR IMMUNOLOGY - B STUDY SECTION,CMIB,02/24/22 -,"LUND, JENNIFER M,  PHD",PROFESSOR,DEPARTMENT OF VACCINE AND INFECTIOUS DISEASE,FRED HUTCHINSON CANCER RESEARCH CENTER,"SEATTLE, WA, 98109",,,
CELLULAR AND MOLECULAR IMMUNOLOGY - B STUDY SECTION,CMIB,10/28/21 -,"LUND, JENNIFER M,  PHD",PROFESSOR,DEPARTMENT OF VACCINE AND INFECTIOUS DISEASE,FRED HUTCHINSON CANCER RESEARCH CENTER,"SEATTLE, WA, 98109",,,
ADDICTION RISKS AND MECHANISMS STUDY SECTION,ARM,06/06/22 -,"LUNDAHL, LESLIE H,  PHD",ASSOCIATE PROFESSOR,SUBSTANCE ABUSE RESEARCH DIVISION,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL NEUROSCIENCES,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,"DETROIT, MI, 48201",
ADDICTION RISKS AND MECHANISMS STUDY SECTION,ARM,02/15/22 -,"LUNDAHL, LESLIE H,  PHD",ASSOCIATE PROFESSOR,SUBSTANCE ABUSE RESEARCH DIVISION,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL NEUROSCIENCES,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,"DETROIT, MI, 48201",
ADDICTION RISKS AND MECHANISMS STUDY SECTION,ARM,10/19/21 -,"LUNDAHL, LESLIE H,  PHD",ASSOCIATE PROFESSOR,SUBSTANCE ABUSE RESEARCH DIVISION,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL NEUROSCIENCES,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,"DETROIT, MI, 48201",
VIROLOGY - B STUDY SECTION,VIRB,02/23/22 -,"LUO, GUANGXIANG GEORGE,  MD,  MPH,  PHD*",PROFESSOR,DEPARTMENT OF MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,
VIROLOGY - B STUDY SECTION,VIRB,11/03/21 -,"LUO, GUANGXIANG GEORGE,  MD,  MPH,  PHD*",PROFESSOR,DEPARTMENT OF MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,
VIROLOGY - B STUDY SECTION,VIRB,06/29/22 -,"LUO, GUANGXIANG GEORGE,  MD,  PHD*",PROFESSOR,DEPARTMENT OF MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,
HUMAN STUDIES OF DIABETES AND OBESITY STUDY SECTION,HSDO,06/16/22 -,"LUO, JING,  MD*",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,SCHOOL OF MEDICINE,UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA, 15261",,
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,03/03/22 -,"LUO, LIYING,  PHD,  MS*",ASSISTANT PROFESSOR,DEPARTMENT OF SOCIOLOGY AND CRIMINOLOGY,COLLEGE OF LIBERAL ARTS,THE PENNSYLVANIA STATE UNIVERSITY,"UNIVERSITY PARK, PA, 16802",,
"NEUROLOGICAL, MENTAL AND BEHAVIORAL HEALTH STUDY SECTION",NMBH,10/17/22 -,"LUO, SHENG,  PHD",PROFESSOR,DEPARTMENT OF BIOSTATISTICS AND BIOINFORMATICS,DUKE UNIVERSITY,"DURHAM, NC, 27705",,,
"NEUROLOGICAL, AGING AND MUSCULOSKELETAL EPIDEMIOLOGY STUDY SECTION",NAME,06/08/22 -,"LUO, SHENG,  PHD",PROFESSOR,DEPARTMENT OF BIOSTATISTICS AND BIOINFORMATICS,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM, NC, 27705",,,
"NEUROLOGICAL, AGING AND MUSCULOSKELETAL EPIDEMIOLOGY STUDY SECTION",NAME,02/09/22 -,"LUO, SHENG,  PHD",PROFESSOR,DEPARTMENT OF BIOSTATISTICS AND BIOINFORMATICS,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM, NC, 27705",,,
"NEUROLOGICAL, AGING AND MUSCULOSKELETAL EPIDEMIOLOGY STUDY SECTION",NAME,10/06/21 -,"LUO, SHENG,  PHD",PROFESSOR,DEPARTMENT OF BIOSTATISTICS AND BIOINFORMATICS,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM, NC, 27705",,,
HEALTH SERVICES: QUALITY AND EFFECTIVENESS STUDY SECTION,HSQE,02/24/22 -,"LUO, XIANGHUA,  PHD*",PROFESSOR,DIVISION OF BIOSTATISTICS,SCHOOL OF PUBLIC HEALTH,UNIVERSITY OF MINNESOTA,"MINNEAPOLIS, MN, 55455",,
"HYPERSENSITIVITY, AUTOIMMUNE, AND IMMUNE-MEDIATED DISEASES STUDY SECTION",HAI,06/16/22 -,"LUO, XINM,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCE,AND PATHOBIOLOGY,VIRGINIA-MARYLAND VETERINARY MEDICINE,VIRGINIA TECH UNIVERSITY,"BLACKSBURG, VA, 24061",
"HYPERSENSITIVITY, AUTOIMMUNE, AND IMMUNE-MEDIATED DISEASES STUDY SECTION",HAI,02/24/22 -,"LUO, XINM,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCE,AND PATHOBIOLOGY,VIRGINIA-MARYLAND VETERINARY MEDICINE,VIRGINIA TECH UNIVERSITY,"BLACKSBURG, VA, 24061",
"HYPERSENSITIVITY, AUTOIMMUNE, AND IMMUNE-MEDIATED DISEASES STUDY SECTION",HAI,10/21/21 -,"LUO, XINM,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCE,AND PATHOBIOLOGY,VIRGINIA-MARYLAND VETERINARY MEDICINE,VIRGINIA TECH UNIVERSITY,"BLACKSBURG, VA, 24061",
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,09/26/22 -,"LUO, XU,  PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,EPPLY INSTITUTE FOR RESEARCH,UNIVERSITY OF NEBRASKA MEDICAL CENTER,"OMAHA, NE, 68154",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,03/03/22 -,"LUO, XU,  PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,EPPLY INSTITUTE FOR RESEARCH,UNIVERSITY OF NEBRASKA MEDICAL CENTER,"OMAHA, NE, 68154",,
MACROMOLECULAR STRUCTURE AND FUNCTION C STUDY SECTION,MSFC,10/19/22 -,"LUO, XUELIAN,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACOLOGY AND BIOPHYSICS,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,"DALLAS, TX, 75390",,,
"TRANSPLANTATION, TOLERANCE, AND TUMOR IMMUNOLOGY STUDY SECTION",TTT,06/23/22 -,"LUO, XUNRONG,  MD,  PHD",PROFESSOR,DIVISION OF NEPHROLOGY,DEPARTMENT OF MEDICINE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM, NC, 27710",,
"TRANSPLANTATION, TOLERANCE, AND TUMOR IMMUNOLOGY STUDY SECTION",TTT,10/28/21 -,"LUO, XUNRONG,  MD,  PHD",PROFESSOR,DIVISION OF NEPHROLOGY,DEPARTMENT OF MEDICINE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM, NC, 27710",,
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,06/30/22 -,"LUO, YU,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR GENETICS,BIOCHEMISTRY AND MICROBIOLOGY,UNIVERSITY OF CINCINNATI,"CINCINNATI, OH, 45221",,
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,03/10/22 -,"LUO, YU,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR GENETICS,BIOCHEMISTRY AND MICROBIOLOGY,UNIVERSITY OF CINCINNATI,"CINCINNATI, OH, 45221",,
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,11/08/21 -,"LUO, YU,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR GENETICS,BIOCHEMISTRY AND MICROBIOLOGY,UNIVERSITY OF CINCINNATI,"CINCINNATI, OH, 45221",,
HOST INTERACTIONS WITH BACTERIAL PATHOGENS STUDY SECTION,HIBP,06/29/22 -,"LUO, ZHAO-QING,  PHD*",PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,PURDUE UNIVERSITY,"WEST LAFAYETTE, IN, 47907",,,
EMERGING IMAGING TECHNOLOGIES IN NEUROSCIENCE STUDY SECTION,EITN,06/16/22 -,"LUPO, JANINE MARIE,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,AND BIOMEDICAL IMAGING,"UNIVERSITY OF CALIFORNIA,  SAN FRANCISCO","SAN FRANCISCO, CA, 94618",,
GENETICS OF HEALTH AND DISEASE STUDY SECTION,GHD,10/17/22 -,"LUPO, PHILIP J,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
GENETICS OF HEALTH AND DISEASE STUDY SECTION,GHD,02/14/22 -,"LUPO, PHILIP J,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
HEALTH PROMOTION IN COMMUNITIES STUDY SECTION,HPC,02/22/22 -,"LUQUE, JOHN S,  MA,  MPH,  PHD*",PROFESSOR,INSTITUTE OF PUBLIC HEALTH,FLORIDA A&amp;M UNIVERSITY,"TALLAHASSEE, FL, 32307",,,
POPULATION AND PUBLIC HEALTH APPROACHES TO HIV/AIDS STUDY SECTION,PPAH,03/17/22 -,"LUSENO, WINFRED K,  PHD",SENIOR RESEARCH SCIENTIST,PACIFIC INSTITUTE FOR RESEARCH AND EVALUATION,"CHAPEL HILL, NC, 27514",,,,
POPULATION AND PUBLIC HEALTH APPROACHES TO HIV/AIDS STUDY SECTION,PPAH,11/15/21 -,"LUSENO, WINFRED K,  PHD",SENIOR RESEARCH SCIENTIST,PACIFIC INSTITUTE FOR RESEARCH AND EVALUATION,"CHAPEL HILL, NC, 27514",,,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,06/14/22 -,"LUSK, CHARLES P,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06520",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,02/17/22 -,"LUSK, CHARLES P,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06520",,
PATHOGENIC EUKARYOTES STUDY SECTION,PTHE,10/13/22 -,"LUSTIGMAN, SARA,  PHD",HEAD OF LABORATORY,LABORATORY OF  MOLECULAR PARASITOLOGY,LINDSLEY F. KIMBALL RESEARCH INSTITUTE,NEW YORK BLOOD CENTER,"NEW YORK, NY, 10065",,
PATHOGENIC EUKARYOTES STUDY SECTION,PTHE,06/09/22 -,"LUSTIGMAN, SARA,  PHD",HEAD OF LABORATORY,LABORATORY OF  MOLECULAR PARASITOLOGY,LINDSLEY F. KIMBALL RESEARCH INSTITUTE,NEW YORK BLOOD CENTER,"NEW YORK, NY, 10065",,
PATHOGENIC EUKARYOTES STUDY SECTION,PTHE,02/10/22 -,"LUSTIGMAN, SARA,  PHD",HEAD OF LABORATORY,LABORATORY OF  MOLECULAR PARASITOLOGY,LINDSLEY F. KIMBALL RESEARCH INSTITUTE,NEW YORK BLOOD CENTER,"NEW YORK, NY, 10065",,
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,06/14/22 -,"LUTKENHAUS, JOSEPH F,  PHD",PROFESSOR,"DEPARTMENT OF MICROBIOLOGY,  MOLECULAR GENETICS",AND IMMUNOLOGY,UNIVERSITY OF KANSAS MEDICAL CENTER,"KANSAS CITY, KS, 66160",,
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,02/07/22 -,"LUTKENHAUS, JOSEPH F,  PHD",PROFESSOR,"DEPARTMENT OF MICROBIOLOGY,  MOLECULAR GENETICS",AND IMMUNOLOGY,UNIVERSITY OF KANSAS MEDICAL CENTER,"KANSAS CITY, KS, 66160",,
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,11/03/21 -,"LUTKENHAUS, JOSEPH F,  PHD",PROFESSOR,"DEPARTMENT OF MICROBIOLOGY,  MOLECULAR GENETICS",AND IMMUNOLOGY,UNIVERSITY OF KANSAS MEDICAL CENTER,"KANSAS CITY, KS, 66160",,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,06/09/22 -,"LUX, JACQUES,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,"DALLAS, TX, 75390",,,
HEPATOBILIARY PATHOPHYSIOLOGY STUDY SECTION,HBPP,06/23/22 -,"LUYENDYK, JAMES P,  PHD*",PROFESSOR,DEPARTMENT OF PATHOBIOLOGY,AND DIAGNOSTIC INVESTIGATION,COLLEGE OF VETERINARY MEDICINE,MICHIGAN STATE UNIVERSITY,"EAST LANSING, MI, 48824",
HEALTH PROMOTION IN COMMUNITIES STUDY SECTION,HPC,02/22/22 -,"LUYSTER, RHIANNON JANET,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF COMMUNICATION SCIENCES AND DISORDERS,EMERSON COLLEGE,"BOSTON, MA, 02216",,,
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,10/06/22 -,"LUYSTER, RHIANNON JANET,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF COMMUNICATION SCIENCES AND DISORDERS,EMERSON COLLEGE,"BOSTON, MA, 02216",,,
"TRANSPLANTATION, TOLERANCE, AND TUMOR IMMUNOLOGY STUDY SECTION",TTT,06/23/22 -,"LUZNIK, LEO,  MD",PROFESSOR,DIVISION OF HEMATOLOGIC MALIGNANCIES,DEPARTMENT OF ONCOLOGY,SIDNEY KIMMEL COMPREHENSIVE CANCER CENTER,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE, MD, 21287",
"TRANSPLANTATION, TOLERANCE, AND TUMOR IMMUNOLOGY STUDY SECTION",TTT,02/24/22 -,"LUZNIK, LEO,  MD",PROFESSOR,DIVISION OF HEMATOLOGIC MALIGNANCIES,DEPARTMENT OF ONCOLOGY,SIDNEY KIMMEL COMPREHENSIVE CANCER CENTER,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE, MD, 21287",
"TRANSPLANTATION, TOLERANCE, AND TUMOR IMMUNOLOGY STUDY SECTION",TTT,10/28/21 -,"LUZNIK, LEO,  MD",PROFESSOR,DIVISION OF HEMATOLOGIC MALIGNANCIES,DEPARTMENT OF ONCOLOGY,SIDNEY KIMMEL COMPREHENSIVE CANCER CENTER,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE, MD, 21287",
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,10/17/22 -,"LWIGALE, PETER Y,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOSCIENCES,RICE UNIVERSITY,"HOUSTON, TX, 77005",,,
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,06/02/22 -,"LWIGALE, PETER Y,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOSCIENCES,RICE UNIVERSITY,"HOUSTON, TX, 77005",,,
ENABLING BIOANALYTICAL AND IMAGING TECHNOLOGIES STUDY SECTION,EBIT,06/28/22 -,"LY, DANITH H,  PHD*",PROFESSOR,DEPARTMENT OF CHEMISTRY,CARNEGIE MELLON UNIVERSITY,"PITTSBURGH, PA, 15213",,,
BEHAVIORAL GENETICS AND EPIDEMIOLOGY STUDY SECTION,BGES,10/19/21 -,"LYALL, KRISTEN,  SCD*",ASSOCIATE PROFESSOR,MODIFIABLE RISK FACTORS PROGRAM,DREXEL UNIVERSITY,"PHILADELPHIA, PA, 19104",,,
"PSYCHOSOCIAL DEVELOPMENT, RISK AND PREVENTION STUDY SECTION",PDRP,10/06/22 -,"LYDECKER, JANETA,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY,YALE UNIVERSITY SCHOOL OF MEDICINE,"NEW HAVEN, CT, 06519",,,
BRAIN INJURY AND NEUROVASCULAR PATHOLOGIES STUDY SECTION,BINP,10/17/22 -,"LYDEN, PATRICK D,  MD",PROFESSOR,DEPARTMENT OF NEUROSCIENCE,ZILKHA NEUROGENETICS INSTITUTE,KECK SCHOOL OF MEDICINE,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES, CA, 90089",
BRAIN INJURY AND NEUROVASCULAR PATHOLOGIES STUDY SECTION,BINP,06/16/22 -,"LYDEN, PATRICK D,  MD",PROFESSOR,DEPARTMENT OF NEUROSCIENCE,ZILKHA NEUROGENETICS INSTITUTE,KECK SCHOOL OF MEDICINE,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES, CA, 90089",
CLINICAL INFORMATICS AND DIGITAL HEALTH STUDY SECTION,CIDH,09/29/22 -,"LYLES, COURTNEY REES,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,"UNIVERSITY OF CALIFORNIA,  SAN FRANCISCO","SAN FRANCISCO, CA, 94110",,,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,10/06/22 -,"LYMAN, EDWARD RAY,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICS AND ASTRONOMY,UNIVERSITY OF DELAWARE,"NEWARK, DE, 19716",,,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,06/02/22 -,"LYMAN, EDWARD RAY,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICS AND ASTRONOMY,UNIVERSITY OF DELAWARE,"NEWARK, DE, 19716",,,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,02/02/22 -,"LYMAN, EDWARD RAY,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICS AND ASTRONOMY,UNIVERSITY OF DELAWARE,"NEWARK, DE, 19716",,,
TUMOR MICROENVIRONMENT STUDY SECTION,TME,02/24/22 -,"LYNCH, CONOR C,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF TUMOR BIOLOGY,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE,"TAMPA, FL, 33612",,,
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,07/14/22 -,"LYNCH, REBECCA M,  PHD",ASSISTANT PROFESSOR,"DEPARTMENT OF MICROBIOLOGY,  IMMUNOLOGY, ",AND TROPICAL MEDICINE,SCHOOL OF MEDICINE,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON, DC, 20037",
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,03/10/22 -,"LYNCH, REBECCA M,  PHD",ASSISTANT PROFESSOR,"DEPARTMENT OF MICROBIOLOGY,  IMMUNOLOGY, ",AND TROPICAL MEDICINE,SCHOOL OF MEDICINE,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON, DC, 20037",
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,11/15/21 -,"LYNCH, REBECCA M,  PHD",ASSISTANT PROFESSOR,"DEPARTMENT OF MICROBIOLOGY,  IMMUNOLOGY, ",AND TROPICAL MEDICINE,SCHOOL OF MEDICINE,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON, DC, 20037",
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,02/10/22 -,"LYNCH, WENDY JEAN,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHIATRY ,AND NEUROBEHAVIORAL SCIENCES,SCHOOL OF MEDICINE,UNIVERSITY OF VIRGINIA,"CHARLOTTESVILLE, VA, 22904",
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,02/17/22 -,"LYON, DEBRA E,  PHD",PROFESSOR AND EXECUTIVE ASSOCIATE DEAN,DEPARTMENT OF BIOBEHAVIORAL NURSING SCIENCES,COLLEGE OF NURSING,UNIVERSITY OF FLORIDA,"GAINESVILLE, FL, 32610",,
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,06/02/22 -,"LYON, MAUREENELLEN,  PHD",PROFESSOR,CHILDREN'S NATIONAL HOSPITAL,SCHOOL OF MEDICINE AND HEALTH SCIENCES,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON, DC, 20010",,
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,02/17/22 -,"LYON, MAUREENELLEN,  PHD",PROFESSOR,CHILDREN'S NATIONAL HOSPITAL,SCHOOL OF MEDICINE AND HEALTH SCIENCES,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON, DC, 20010",,
HEALTH PROMOTION IN COMMUNITIES STUDY SECTION,HPC,06/14/22 -,"LYONS, ELIZABETHJ,  MPH,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITION AND METABOLISM,THE UNIVERSITY OF TEXAS MEDICAL BRANCH,"GALVESTON, TX, 77550",,,
HEALTH PROMOTION IN COMMUNITIES STUDY SECTION,HPC,02/22/22 -,"LYONS, ELIZABETHJ,  MPH,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITION AND METABOLISM,THE UNIVERSITY OF TEXAS MEDICAL BRANCH,"GALVESTON, TX, 77550",,,
HEALTH PROMOTION IN COMMUNITIES STUDY SECTION,HPC,10/18/21 -,"LYONS, ELIZABETHJ,  MPH,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITION AND METABOLISM,THE UNIVERSITY OF TEXAS MEDICAL BRANCH,"GALVESTON, TX, 77550",,,
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,06/23/22 -,"LYONS, KARENS,  PHD*",PROFESSOR,THE WILLIAM F. CONNELL SCHOOL OF NURSING,BOSTON COLLEGE,"CHESTNUT HILL, MA, 02467",,,
BEHAVIORAL GENETICS AND EPIDEMIOLOGY STUDY SECTION,BGES,10/19/21 -,"LYONS, MICHAELJ.,  PHD,  MS*",PROFESSOR,DEPARTMENT OF PSYCHOLOGICAL,AND BRAIN SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,
CANCER MOLECULAR PATHOBIOLOGY STUDY SECTION,CAMP,06/23/22 -,"LYSSIOTIS, COSTAS ANDREAS,  PHD",ASSOCIATE PROFESSOR,DEPARTMENTS OF MOLECULAR AND INTEGRATIVE,PHYSIOLOGY AND MEDICINE,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,
CANCER MOLECULAR PATHOBIOLOGY STUDY SECTION,CAMP,02/22/22 -,"LYSSIOTIS, COSTAS ANDREAS,  PHD",ASSOCIATE PROFESSOR,DEPARTMENTS OF MOLECULAR AND INTEGRATIVE,PHYSIOLOGY AND MEDICINE,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,
