Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/27/2022,"TRIPATHI, DURGANAND,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR &amp; CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY B STUDY SECTION,MPPB,2/14/2023,"GABRIELSON, KATHLEENL,  DVM",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,COMPARATIVE PATHOBIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 21205",
CHRONIC DYSFUNCTION AND INTEGRATIVE NEURODEGENERATION STUDY SECTION,CDIN,2/15/2023,"MURPHY, MICHAELPAUL,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELLULAR BIOCHEMISTRY,COLLEGE OF MEDICINE,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",
CLINICAL NEUROPLASTICITY AND NEUROTRANSMITTERS STUDY SECTION,CNNT,2/16/2023,"CHRISTIAN-HINMAN, CATHERINEA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,INTEGRATIVE PHYSIOLOGY,"UNIVERSITY OF ILLINOIS,  URBANA-CHAMPAIGN","URBANA, IL, 61801",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/16/2023,"JAFAR-NEJAD, HAMED,  MD",PROFESSOR,DEPARTMENT OF MOLECULAR AND,HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/16/2023,"GALPERIN, EMILIA,  PHD",PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELLULAR BIOCHEMISTRY,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",,
MOLECULAR AND CELLULAR BIOLOGY OF VIRUS INFECTION STUDY SECTION,MCV,3/2/2023,"WU, TING-TING,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,MEDICAL PHARMACOLOGY,UNIVERSITY OF CALIFORNIA LOS ANGELES,"LOS ANGELES, CA, 90095",,
"BEHAVIORAL NEUROENDOCRINOLOGY, NEUROIMMUNOLOGY, RHYTHMS, AND SLEEP STUDY SECTION",BNRS,6/1/2023,"MURPHY, MPAUL,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELLULAR BIOCHEMISTRY,COLLEGE OF MEDICINE,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,6/1/2023,"JAFAR-NEJAD, HAMED,  MD",PROFESSOR,DEPARTMENT OF MOLECULAR AND,HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,6/1/2023,"AHMED, YASMATH,  MD,  PHD",PROFESSOR,DEPARTMENT OF MOLECULAR AND,SYSTEMS BIOLOGY,GEISEL SCHOOL OF MEDICINE,DARTMOUTH COLLEGE,"HANOVER, NH, 03755",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,6/1/2023,"GALPERIN, EMILIA,  PHD",PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELLULAR BIOCHEMISTRY,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",,
DEVELOPMENT - 2 STUDY SECTION,DEV2,6/5/2023,"JIA, JIANHANG,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELLULAR BIOCHEMISTRY,COLLEGE OF MEDICINE,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",
MOLECULAR AND CELLULAR BIOLOGY OF VIRUS INFECTION STUDY SECTION,MCV,6/15/2023,"WU, TING-TING,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,MEDICAL PHARMACOLOGY,UNIVERSITY OF CALIFORNIA LOS ANGELES,"LOS ANGELES, CA, 90095",,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY B STUDY SECTION,MPPB,6/20/2023,"GABRIELSON, KATHLEENL,  DVM",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,COMPARATIVE PATHOBIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 21205",
CLINICAL NEUROPLASTICITY AND NEUROTRANSMITTERS STUDY SECTION,CNNT,6/22/2023,"CHRISTIAN-HINMAN, CATHERINEA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,INTEGRATIVE PHYSIOLOGY,"UNIVERSITY OF ILLINOIS,  URBANA-CHAMPAIGN","URBANA, IL, 61801",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/29/2023,"ANAKK, SAYEEPRIYADARSHINI,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,INTEGRATIVE PHYSIOLOGY,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,"URBANA, IL, 61801",,
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,10/17/2022,"ZHANG, YAN,  MD,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELL BIOLOGY,SCHOOL OF OPTOMETRY &amp; VISION SCIENCE,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94704",
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY B STUDY SECTION,MPPB,10/25/2022,"GABRIELSON, KATHLEENL,  DVM",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND,COMPARATIVE PATHOBIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 21205",
RESPIRATORY INTEGRATIVE BIOLOGY AND TRANSLATIONAL RESEARCH STUDY SECTION,RIBT,10/27/2022,"WANG, YONG-XIAO,  PHD,  MD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELLULAR PHYSIOLOGY,ALBANY MEDICAL COLLEGE,"ALBANY, NY, 12208",,
MOLECULAR NEUROGENETICS STUDY SECTION,MNG,6/8/2023,"INGOLIA, NICHOLAST,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND  CELL BIOLOGY,UNIVERSITY OF CALIFORNIA,"BERKELEY, CA, 94720",,,
SKELETAL MUSCLE AND EXERCISE PHYSIOLOGY STUDY SECTION,SMEP,6/27/2023,"HENRY, CLARISSAA,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND BIOMEDICAL SCIENCES,UNIVERSITY OF MAINE,"ORONO, ME, 04469",,,
NEURONAL COMMUNICATIONS STUDY SECTION,NC,2/23/2023,"FELLER, MARLA,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL,CELL BIOLOGY,DIVISION OF NEUROBIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,2/15/2023,"NOBILE, CLARISSAJANE,  PHD",KAMANGAR FAMILY CHAIR IN BIOLOGICAL SCIENCES AND ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  MERCED","MERCED, CA, 95343",,,
"CELLULAR, MOLECULAR AND INTEGRATIVE REPRODUCTION STUDY SECTION",CMIR,2/21/2023,"DERNBURG, ABBYF,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,,
CELLULAR MECHANISMS IN AGING AND DEVELOPMENT STUDY SECTION,CMAD,2/23/2023,"UNAL, ELCIN,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,,
GENE REGULATION IN CANCER STUDY SECTION,GRIC,2/23/2023,"HE, LIN,  PHD",THOMAS AND STACEY SIEBEL DISTINGUISHED PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,UNIVERSITY OF CALIFORNIA AT BERKELEY,"BERKELEY, CA, 94720",,,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,2/27/2023,"BRAR, GLORIAA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,,
INNATE IMMUNITY AND INFLAMMATION STUDY SECTION,III,3/2/2023,"BARTON, GREGORYM,  PHD",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,,
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,3/7/2023,"AFASIZHEVA, INNA,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,SCHOOL OF DENTAL MEDICINE,BOSTON UNIVERSITY,"BOSTON, MA, 02118",,
BACTERIAL VIRULENCE STUDY SECTION,BV,6/21/2023,"MALTZ-MARTYSCHSYK, MICHELEANN,  PHD*",ASSISTANT RESEARCH PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,UNIVERSITY OF CONNECTICUT,"STORRS, CT, 06269",,,
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,6/22/2023,"ROBEY, ELLENA,  PHD",PROFESSOR OF IMMUNOLOGY AND PATHOGENESIS,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,DIVISION OF CELL AND DEVELOPMENTAL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,10/12/2022,"BRAR, GLORIAA,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,,
SKELETAL BIOLOGY DEVELOPMENT AND DISEASE STUDY SECTION,SBDD,10/13/2022,"MILLER, CRAIGTHOMAS,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,UNIVERSITY OF CALIFORNIA-BERKELEY,"BERKELEY, CA, 94720",,,
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,10/20/2022,"ROBEY, ELLENA,  PHD",PROFESSOR OF IMMUNOLOGY AND PATHOGENESIS,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,DIVISION OF CELL AND DEVELOPMENTAL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,
GENE REGULATION IN CANCER STUDY SECTION,GRIC,10/20/2022,"HE, LIN,  PHD",THOMAS AND STACEY SIEBEL DISTINGUISHED PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,UNIVERSITY OF CALIFORNIA AT BERKELEY,"BERKELEY, CA, 94720",,,
CELLULAR MECHANISMS IN AGING AND DEVELOPMENT STUDY SECTION,CMAD,10/27/2022,"UNAL, ELCIN,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,,
IMMUNITY AND HOST DEFENSE STUDY SECTION,IHD,10/27/2022,"STANLEY, SARAHA,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELL BIOLOGY,SCHOOL OF PUBLIC HEALTH,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94720",,
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,2/27/2023,"BLACKBURN, JESSICAS.,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOCHEMISTRY,MARKEY CANCER CENTER,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",,
MACROMOLECULAR STRUCTURE AND FUNCTION C STUDY SECTION,MSFC,6/8/2023,"MORAIS, MARC,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOCHEMISTRY,INDIANA UNIVERSITY,"BLOOMINGTON, IN, 47405",,,
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,6/27/2023,"BLACKBURN, JESSICAS.,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOCHEMISTRY,MARKEY CANCER CENTER,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40536",,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,9/26/2022,"LIU, CHUNMING,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOCHEMISTRY,MARKEY CANCER CENTER,UNIVERSITY OF KENTUCKY,"LEXINGTON, KY, 40506",,
"HEMOSTASIS, THROMBOSIS, BLOOD CELLS AND TRANSFUSION STUDY SECTION",HTBT,2/16/2023,"GOODELL, MARGARETA,  PHD*",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,STEM CELLS AND REGENERATIVE MEDICINE CENTER,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
"GENOMICS, COMPUTATIONAL BIOLOGY AND TECHNOLOGY STUDY SECTION",GCAT,2/21/2023,"EDDY, SEANR,  PHD",PROFESSOR AND HHMI INVESTIGATOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,HARVARD UNIVERSITY,"CAMBRIDGE, MA, 02138",,,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,2/22/2023,"SUN, ZHENG,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
"HIV MOLECULAR VIROLOGY, CELL BIOLOGY, AND DRUG DEVELOPMENT STUDY SECTION",HVCD,3/6/2023,"FENG, QIN,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,6/1/2023,"VAN NOSTRAND, JEANINEL,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
MECHANISMS OF CANCER THERAPEUTICS B STUDY SECTION,MCTB,6/8/2023,"ECHEVERRIA, GLORIAV,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
MOLECULAR GENETICS STUDY SECTION,MG,6/14/2023,"BUCHAN, JOHNROSS,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,THE UNIVERSITY OF ARIZONA,"TUCSON, AZ, 85721",,,
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,6/27/2023,"KARLSEDER, JAN,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,THE SALK INSTITUTE,"LA JOLLA, CA, 92037",,,
"GENOMICS, COMPUTATIONAL BIOLOGY AND TECHNOLOGY STUDY SECTION",GCAT,6/29/2023,"EDDY, SEANR,  PHD",PROFESSOR AND HHMI INVESTIGATOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,HARVARD UNIVERSITY,"CAMBRIDGE, MA, 02138",,,
"HIV MOLECULAR VIROLOGY, CELL BIOLOGY, AND DRUG DEVELOPMENT STUDY SECTION",HVCD,7/17/2023,"D'SOUZA, VICTORIAMANUEL,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,HARVARD UNIVERSITY,"CAMBRIDGE, MA, 02138",,,
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,9/28/2022,"JI, DAOYUN,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
CELLULAR AND MOLECULAR TECHNOLOGIES STUDY SECTION,CMT,10/19/2022,"ALBECK, JOHNG,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,"UNIVERSITY OF CALIFORNIA,  DAVIS","DAVIS, CA, 95616",,,
BIOMATERIALS AND BIOINTERFACES STUDY SECTION,BMBI,10/27/2022,"RIEDEL-KRUSE, HANSINGMAR,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,UNIVERSITY OF ARIZONA,"TUCSON, AZ, 85721",,,
"GENOMICS, COMPUTATIONAL BIOLOGY AND TECHNOLOGY STUDY SECTION",GCAT,11/3/2022,"EDDY, SEANR,  PHD",PROFESSOR AND HHMI INVESTIGATOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,HARVARD UNIVERSITY,"CAMBRIDGE, MA, 02138",,,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,11/7/2022,"SUN, ZHENG,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
"HIV MOLECULAR VIROLOGY, CELL BIOLOGY, AND DRUG DEVELOPMENT STUDY SECTION",HVCD,11/14/2022,"FENG, QIN,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
NUTRITION AND METABOLISM IN HEALTH AND DISEASE STUDY SECTION,NMHD,6/15/2023,"VEST, KATHERINEELIZABETH,  BS,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOSCIENCES,UNIVERSITY OF CINCINNATI COLLEGE OF MEDICINE,"CINNCINATI, OH, 45267",,,
PATHOPHYSIOLOGY OF OBESITY AND METABOLIC DISEASE STUDY SECTION,POMD,10/27/2022,"WANG, QIONGANNABEL,  PHD,  BS*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR ENDOCRINOLOGY,BECKMAN RESEARCH INSTITUTE OF CITY OF HOPE,"DUARTE, CA, 91010",,,
CELLULAR MECHANISMS IN AGING AND DEVELOPMENT STUDY SECTION,CMAD,2/23/2023,"KARPAC, JASONS,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR MEDICINE,TEXAS A&amp;M UNIVERSITY,"COLLEGE STATION, TX, 778431114",,,
CANCER CELL BIOLOGY STUDY SECTION,CCB,2/9/2023,"SANGHVI, VIRAJ,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR PHARMACOLOGY,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,"MIAMI, FL, 33136",,,
MECHANISMS OF CANCER THERAPEUTICS A STUDY SECTION,MCTA,2/21/2023,"BURNSTEIN, KERRYL,  PHD",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR AND CELLULAR PHARMACOLOGY,MILLER SCHOOL OF MEDICINE,UNIVERSITY OF MIAMI,"MIAMI, FL, 33136",,
MECHANISMS OF CANCER THERAPEUTICS A STUDY SECTION,MCTA,10/24/2022,"BURNSTEIN, KERRYL,  PHD",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR AND CELLULAR PHARMACOLOGY,MILLER SCHOOL OF MEDICINE,UNIVERSITY OF MIAMI,"MIAMI, FL, 33136",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION",BBHV,10/20/2022,"PATTILLO, CHRISTOPHERBRUCE,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR PHYSIOLOGY,LSU HEALTH SCIENCES CENTER,"SHREVEPORT, LA, 71130",,,
"TUMOR EVOLUTION, HETEROGENEITY AND METASTASIS STUDY SECTION",TEHM,10/27/2022,"LAMAR, JOHN,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR PHYSIOLOGY,ALBANY MEDICAL COLLEGE,"ALBANY, NY, 12208",,,
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,2/9/2023,"SAMACO, RODNEYC,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
MOLECULAR GENETICS STUDY SECTION,MG,2/9/2023,"WU, TAO,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
BIODATA MANAGEMENT AND ANALYSIS STUDY SECTION,BDMA,2/9/2023,"MILOSAVLJEVIC, ALEKSANDAR,  PHD",PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
THERAPEUTIC DEVELOPMENT AND PRECLINICAL STUDIES STUDY SECTION,TDPS,2/22/2023,"ZHANG, LILEI,  PHD,  MD",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
ADVANCING THERAPEUTICS A STUDY SECTION,ATA,3/2/2023,"KAIPPARETTU, BENNYABRAHAM,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
CELLULAR AND MOLECULAR BIOLOGY OF NEURODEGENERATION STUDY SECTION,CMND,3/9/2023,"YAMAMOTO, SHINYA,  DVM,  PHD*",ASSISTANT PROFESSOR AND INVESTIGATOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,JAN AND DAN DUNCAN NEUROLOGICAL RESEARCH INSTITUTE,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
BIODATA MANAGEMENT AND ANALYSIS STUDY SECTION,BDMA,6/1/2023,"MILOSAVLJEVIC, ALEKSANDAR,  PHD",PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,6/12/2023,"IRA, GRZEGORZA,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77025",,,
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,6/15/2023,"SAMACO, RODNEYC,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
CELLULAR MECHANISMS IN AGING AND DEVELOPMENT STUDY SECTION,CMAD,6/15/2023,"AL-RAMAHI, ISMAEL,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,JAN AND DAN DUNCAN NEUROLOGICAL RESEARCH INSTITUTE,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
ADVANCING THERAPEUTICS A STUDY SECTION,ATA,6/27/2023,"KAIPPARETTU, BENNYABRAHAM,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,10/6/2022,"SAMACO, RODNEYC,  PHD",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
CLINICAL NEUROIMMUNOLOGY AND BRAIN TUMORS STUDY SECTION,CNBT,10/6/2022,"CAO, WEI,  PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,HUFFINGTON CENTER ON AGING,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
THERAPEUTIC DEVELOPMENT AND PRECLINICAL STUDIES STUDY SECTION,TDPS,10/20/2022,"ZHANG, LILEI,  PHD,  MD",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
BIODATA MANAGEMENT AND ANALYSIS STUDY SECTION,BDMA,10/20/2022,"MILOSAVLJEVIC, ALEKSANDAR,  PHD",PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,
SKELETAL BIOLOGY DEVELOPMENT AND DISEASE STUDY SECTION,SBDD,2/15/2023,"PARK, DONGSU,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS ,BAYLOR COLLEGE OF MEDICINE ,"HOUSTON, TX, 77030",,,
SKELETAL BIOLOGY DEVELOPMENT AND DISEASE STUDY SECTION,SBDD,10/13/2022,"PARK, DONGSU,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND HUMAN GENETICS ,BAYLOR COLLEGE OF MEDICINE ,"HOUSTON, TX, 77030",,,
PATHOGENIC EUKARYOTES STUDY SECTION,PTHE,6/8/2023,"SRINIVASAN, PRAKASH,  PHD*",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND IMMUNOLOGY,JOHNS HOPKINS UNIVERSITY,"BALTIMORE, MD, 2105",,,
NEURONAL COMMUNICATIONS STUDY SECTION,NC,6/15/2023,"SUTTON, MICHAEL,  PHD*",PROFESSOR,DEPARTMENT OF MOLECULAR AND INTEGRATIVE,PHYSIOLOGY,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,"ANN ARBOR, MI, 48109",,
AUDITORY SYSTEM STUDY SECTION,AUD,2/7/2023,"LLANO, DANIELA,  MD,  PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR AND INTEGRATIVE PHYSIOLOGY,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,"URBANA, IL, 61801",,,
