Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
TRANSMISSION OF VECTOR-BORNE AND ZOONOTIC DISEASES STUDY SECTION ,TVZ,10/12/23,"MARCONI, RICHARD  T, PHD",PROFESSOR,DEPARTMENT OF MICROBIOLOGY,AND IMMUNOLOGY,MEDICAL COLLEGE OF VIRGINIA AT,VIRGINIA COMMONWEALTH UNIVERSITY,"RICHMOND,       VA,       23298",
POPULATION AND PUBLIC HEALTH APPROACHES TO HIV/AIDS STUDY SECTION,PPAH,07/17/24,"MARCUS, JULIA  L, MPH, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF POPULATION MEDICINE,HARVARD PILGRIM HEALTH CARE INSTITUTE,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02215",,
SOCIAL SCIENCES AND POPULATION STUDIES A STUDY SECTION,SSPA,06/06/24,"MARGERISON, CLAIRE  E, MPH, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY AND BIOSTATISTICS,MICHIGAN STATE UNIVERSITY,"EAST LANSING,       MI,       48824",,,
ANTI-INFECTIVE RESISTANCE AND TARGETS STUDY SECTION ,AIRT,03/07/24,"MARGOLIS, ELISA  B H, PHD, MD",ASSISTANT MEMBER,DEPARTMENT OF INFECTIOUS DISEASE,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,"MEMPHIS,       TN,       38105",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,06/13/24,"MARGOLIS, KARA  GROSS, MD",ASSOCIATE PROFESSOR,"DEPARTMENTS OF MOLECULAR PATHOBIOLOGY,",CELL BIOLOGY AND PEDIATRICS,NEW YORK UNIVERSITY,"NEW YORK,       NY,       10001",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,02/15/24,"MARGOLIS, KARA  GROSS, MD",ASSOCIATE PROFESSOR,"DEPARTMENTS OF MOLECULAR PATHOBIOLOGY,",CELL BIOLOGY AND PEDIATRICS,NEW YORK UNIVERSITY,"NEW YORK,       NY,       10001",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,10/19/23,"MARGOLIS, KARA  GROSS, MD",ASSOCIATE PROFESSOR,"DEPARTMENTS OF MOLECULAR PATHOBIOLOGY,",CELL BIOLOGY AND PEDIATRICS,NEW YORK UNIVERSITY,"NEW YORK,       NY,       10001",,
THERAPEUTIC DEVELOPMENT AND PRECLINICAL STUDIES STUDY SECTION,TDPS,06/12/24,"MARGULIES, KENNETH  B, AB, MD",PROFESSOR,DEPARTMENT OF MEDICINE,UNIVERSITY OF PENNSYLVANIA SCHOOL OF MEDICINE,"PHILADELPHIA,       PA,       19104",,,
HIV/AIDS INTRA- AND INTER-PERSONAL DETERMINANTS AND BEHAVIORAL INTERVENTIONS STUDY SECTION,HIBI,07/15/24,"MARHEFKA, STEPHANIE  L, PHD",PROFESSOR,COLLEGE OF NURSING,UNIVERSITY OF SOUTH FLORIDA,"TAMPA,       FL,       33612",,,
HIV/AIDS INTRA- AND INTER-PERSONAL DETERMINANTS AND BEHAVIORAL INTERVENTIONS STUDY SECTION,HIBI,03/20/24,"MARHEFKA, STEPHANIE  L, PHD",PROFESSOR,COLLEGE OF NURSING,UNIVERSITY OF SOUTH FLORIDA,"TAMPA,       FL,       33612",,,
HIV/AIDS INTRA- AND INTER-PERSONAL DETERMINANTS AND BEHAVIORAL INTERVENTIONS STUDY SECTION,HIBI,11/08/23,"MARHEFKA, STEPHANIE  L, PHD",PROFESSOR,COLLEGE OF NURSING,UNIVERSITY OF SOUTH FLORIDA,"TAMPA,       FL,       33612",,,
PATHOGENIC EUKARYOTES STUDY SECTION,PTHE,02/15/24,"MARIE, CHELSEA  S., PHD",ASSISTANT PROFESSOR OF MEDICINE,DEPARTMENT OF INFECTIOUS DISEASES,AND INTERNATIONAL HEALTH,UNIVERSITY OF VIRGINIA HEALTH SYSTEM,"CHARLOTTESVILLE,       VA,       22903",,
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,06/13/24,"MARJANSKA, MALGORZATA, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY,CENTER FOR MAGNETIC RESONANCE RESEARCH,UNIVERSITY OF MINNESOTA TWIN CITIES,"MINNEAPOLIS,       MN,       55455",,
INTERVENTIONS TO PREVENT AND TREAT ADDICTIONS STUDY SECTION,IPTA,06/13/24,"MARK, KATRINA, MD",ASSOCIATE PROFESSOR,"DEPARTMENT OF OBSTETRICS, GYNECOLOGY",AND REPRODUCTIVE SCIENCES,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,"BALTIMORE,       MD,       21201",,
HUMAN COMPLEX MENTAL FUNCTION STUDY SECTION,HCMF,02/20/24,"MARKANT, JULIE  CHRISTINA, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHOOLOGY,TULANE UNIVERSITY,"NEW ORLEANS,       LA,       70118",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,06/20/24,"MARMORSTEIN, RONEN, PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND BIOPHYSICS,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,       PA,       19104",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,03/05/24,"MARMORSTEIN, RONEN, PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND BIOPHYSICS,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,       PA,       19104",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,10/17/23,"MARMORSTEIN, RONEN, PHD",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND BIOPHYSICS,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,       PA,       19104",,
RESPIRATORY INTEGRATIVE BIOLOGY AND TRANSLATIONAL RESEARCH STUDY SECTION,RIBT,06/20/24,"MARON, BRADLEY, MD",PROFESSOR,AND SENIOR ASSOCIATE DEAN,DEPARTMENT OF MEDICINE,PULMONARY HYPERTENSION PROGRAM,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,"BALTIMORE,       MD,       21201",
RESPIRATORY INTEGRATIVE BIOLOGY AND TRANSLATIONAL RESEARCH STUDY SECTION,RIBT,02/22/24,"MARON, BRADLEY, MD",PROFESSOR,AND SENIOR ASSOCIATE DEAN,DEPARTMENT OF MEDICINE,PULMONARY HYPERTENSION PROGRAM,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,"BALTIMORE,       MD,       21201",
RESPIRATORY INTEGRATIVE BIOLOGY AND TRANSLATIONAL RESEARCH STUDY SECTION,RIBT,10/26/23,"MARON, BRADLEY, MD",PROFESSOR,AND SENIOR ASSOCIATE DEAN,DEPARTMENT OF MEDICINE,PULMONARY HYPERTENSION PROGRAM,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,"BALTIMORE,       MD,       21201",
PATHOPHYSIOLOGY OF EYE DISEASE - 1 STUDY SECTION,PED1,06/10/24,"MARQUART, MARY  E, PHD",PROFESSOR,DEPARTMENT OF CELL AND MOLECULAR BIOLOGY,CENTER FOR IMMUNOLOGY AND MICROBIAL RESEARCH,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,"JACKSON,       MS,       39216",,
PATHOPHYSIOLOGY OF EYE DISEASE - 1 STUDY SECTION,PED1,02/12/24,"MARQUART, MARY  E, PHD",PROFESSOR,DEPARTMENT OF CELL AND MOLECULAR BIOLOGY,CENTER FOR IMMUNOLOGY AND MICROBIAL RESEARCH,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,"JACKSON,       MS,       39216",,
PATHOPHYSIOLOGY OF EYE DISEASE - 1 STUDY SECTION,PED1,10/16/23,"MARQUART, MARY  E, PHD",PROFESSOR,DEPARTMENT OF CELL AND MOLECULAR BIOLOGY,CENTER FOR IMMUNOLOGY AND MICROBIAL RESEARCH,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,"JACKSON,       MS,       39216",,
BIOMATERIALS AND BIOINTERFACES STUDY SECTION,BMBI,06/13/24,"MARQUES, CLAUDIA  N. H., PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,BINGHAMTON UNIVERSITY,THE STATE UNIVERSITY OF NEW YORK,"BINGHAMTON,       NY,       13902",,
BIOMATERIALS AND BIOINTERFACES STUDY SECTION,BMBI,02/27/24,"MARQUES, CLAUDIA  N. H., PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,BINGHAMTON UNIVERSITY,THE STATE UNIVERSITY OF NEW YORK,"BINGHAMTON,       NY,       13902",,
BIOMATERIALS AND BIOINTERFACES STUDY SECTION,BMBI,10/26/23,"MARQUES, CLAUDIA  N. H., PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,BINGHAMTON UNIVERSITY,THE STATE UNIVERSITY OF NEW YORK,"BINGHAMTON,       NY,       13902",,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,06/03/24,"MARQUEZ, DAVID  X, PHD",PROFESSOR,DEPARTMENT OF KINESIOLOGY AND NUTRITION,UNIVERSITY OF ILLINOIS AT CHICAGO,"CHICAGO,       IL,       60612",,,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,01/29/24,"MARQUEZ, DAVID  X, PHD",PROFESSOR,DEPARTMENT OF KINESIOLOGY AND NUTRITION,UNIVERSITY OF ILLINOIS AT CHICAGO,"CHICAGO,       IL,       60612",,,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,10/03/23,"MARQUEZ, DAVID  X, PHD",PROFESSOR,DEPARTMENT OF KINESIOLOGY AND NUTRITION,UNIVERSITY OF ILLINOIS AT CHICAGO,"CHICAGO,       IL,       60612",,,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,06/06/24,"MARQUEZ-NOSTRA, BERNADETTE, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM,       AL,       35233",,,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,02/08/24,"MARQUEZ-NOSTRA, BERNADETTE, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM,       AL,       35233",,,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,10/12/23,"MARQUEZ-NOSTRA, BERNADETTE, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF RADIOLOGY,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM,       AL,       35233",,,
CLINICAL INFORMATICS AND DIGITAL HEALTH STUDY SECTION,CIDH,06/13/24,"MARQUINE, MARIA, PHD",ASSOCIATE PROFESSOR,GERIATRICS DIVISION,DEPARTMENT OF MEDICINE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM,       NC,       27710",,
CLINICAL INFORMATICS AND DIGITAL HEALTH STUDY SECTION,CIDH,02/08/24,"MARQUINE, MARIA, PHD",ASSOCIATE PROFESSOR,GERIATRICS DIVISION,DEPARTMENT OF MEDICINE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM,       NC,       27710",,
CLINICAL INFORMATICS AND DIGITAL HEALTH STUDY SECTION,CIDH,09/28/23,"MARQUINE, MARIA, PHD",ASSOCIATE PROFESSOR,GERIATRICS DIVISION,DEPARTMENT OF MEDICINE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM,       NC,       27710",,
CELLULAR MECHANISMS IN AGING AND DEVELOPMENT STUDY SECTION,CMAD,06/27/24,"MARR, MICHAEL  THOMAS, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGY,BRANDEIS UNIVERSITY,"WALTHAM,       MA,       02454",,,
CANCER PREVENTION STUDY SECTION,CPSS,10/26/23,"MARRERO, JORGE  A, MD",PROFESSOR,DIVISION OF DIGESTIVE AND LIVER DISEASES,DEPARTMENT OF MEDICINE,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,       TX,       753908887",,
"HIV MOLECULAR VIROLOGY, CELL BIOLOGY, AND DRUG DEVELOPMENT STUDY SECTION",HVCD,07/15/24,"MARSDEN, MATTHEW  DAVID, PHD",ASSISTANT PROFESSOR,DIVISION OF INFECTIOUS DISEASES,DEPARTMENT OF MICROBIOLOGY AND MOLECULAR GENETICS,"UNIVERSITY OF CALIFORNIA, IRVINE","IRVINE,       CA,       90024",,
INTEGRATIVE AND CLINICAL ENDOCRINOLOGY AND REPRODUCTION STUDY SECTION,ICER,06/11/24,"MARSH, ERICA  E, MD",ASSOCIATE PROFESSOR AND CHIEF,DEPARTMENT OF OBSTERTRICS AND GYNECOLOGY,DIVISION OF REPRODUCTIVE ENDOCRINOLOGY,AND INFERTILITY,UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48108",
ORGANIZATION AND DELIVERY OF HEALTH SERVICES STUDY SECTION,ODHS,02/29/24,"MARSH, JEANNE  C, PHD",PROFESSOR,DIRECTOR CENTER FOR HEALTH ADMINISTRATION STUDIES,CROWN FAMILY SCHOOL OF SOCIAL WORK,POLICY AND PRACTICE,THE UNIVERSITY OF CHICAGO,"CHICAGO,       IL,       60637",
COMMUNITY INFLUENCES ON HEALTH BEHAVIOR STUDY SECTION,CIHB,06/11/24,"MARSHALL, BRANDON  D, PHD",PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,SCHOOL OF PUBLIC HEALTH,BROWN UNIVERSITY,"PROVIDENCE,       RI,       02912",,
COMMUNITY INFLUENCES ON HEALTH BEHAVIOR STUDY SECTION,CIHB,02/27/24,"MARSHALL, BRANDON  D, PHD",PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,SCHOOL OF PUBLIC HEALTH,BROWN UNIVERSITY,"PROVIDENCE,       RI,       02912",,
COMMUNITY INFLUENCES ON HEALTH BEHAVIOR STUDY SECTION,CIHB,10/24/23,"MARSHALL, BRANDON  D, PHD",PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,SCHOOL OF PUBLIC HEALTH,BROWN UNIVERSITY,"PROVIDENCE,       RI,       02912",,
"MOLECULAR AND CELLULAR NEUROPHARMACOLOGY STUDY SECTION",MCNP,02/29/24,"MARSHALL, SIMON  ALEXANDER, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL,AND BIOMEDICAL SCIENCES,NORTH CAROLINA CENTRAL UNIVERSITY,"DURHAM,       NC,       27707",,
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,02/22/24,"MARSIGLIA, WILLIAM  M, PHD",DEPARTMENT OF PHARMACOLOGY & TOXICOLOGY,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM,       AL,       35294",,,,
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,06/10/24,"MARTEL, MICHELLE  M, PHD",PROFESSOR,DEPARTMENT OF PSYCHOLOGY,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40506",,,
AGING SYSTEMS AND GERIATRICS STUDY SECTION,ASG,06/06/24,"MARTELLI, DARIO, PHD",SENIOR RESEARCH SCIENTIST,MEDSTAR HEALTH RESEARCH INSTITUTE,"BALTIMORE,       MD,       21215",,,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,06/27/24,"MARTI-ARBONA, ANGEL, PHD","CHAIRMAN AND PROFESSOR OF CHEMISTRY, PROFESSOR OF BIOENGINEERING, PROFESSOR OF MATERIALS SCIENCE & NANOENGINEERING",DEPARTMENT OF CHEMISTRY,RICE UNIVERSITY,"HOUSTON,       TX,       77005",,,
DEVELOPMENT - 2 STUDY SECTION,DEV2,06/10/24,"MARTIN, BENJAMIN  L, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND CELL BIOLOGY,STONY BROOK UNIVERSITY,"STONY BROOK,       NY,       11794",,,
MAXIMIZING INVESTIGATORS? RESEARCH AWARD C STUDY SECTION,MRAC,10/23/23,"MARTIN, BENJAMIN  L, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND CELL BIOLOGY,"DIRECTOR, MOLECULAR AND CELLULAR BIOLOGY",GRADUATE PROGRAM,STONY BROOK UNIVERSITY,"STONY BROOK,       NY,       11794",
PREGNANCY AND NEONATOLOGY STUDY SECTION,PN,10/24/23,"MARTIN, CAMILIA  R, MD",PROFESSOR AND CHIEF,"CHIEF, DIVISION OF NEONATOLOGY",ALEXANDRA COHEN HOSPITAL FOR WOMEN AND NEWBORNS,WEILL CORNELL MEDICINE,"NEW YORK,       NY,       10021",,
MECHANISMS OF CANCER THERAPEUTICS B STUDY SECTION,MCTB,06/20/24,"MARTIN, DARRYL  THOMAS, PHD",ASSISTANT PROFESSOR,YALE SCHOOL OF MEDICINE,"NEW HAVEN,       CT,       06510",,,,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,06/06/24,"MARTIN, DIEGO  R, MD, PHD",PROFESSOR AND CHAIR,DEPARTMENT OF RADIOLOGY,TRANSLATIONAL IMAGING CENTER,HOUSTON METHODIST RESEARCH INSTITUTE,"HOUSTON,       TX,       77030",,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,10/12/23,"MARTIN, DIEGO  R, MD, PHD",PROFESSOR AND CHAIR,DEPARTMENT OF RADIOLOGY,TRANSLATIONAL IMAGING CENTER,HOUSTON METHODIST RESEARCH INSTITUTE,"HOUSTON,       TX,       77030",,
NEUROGENESIS AND CELL FATE STUDY SECTION,NCF,02/15/24,"MARTIN, DONNA  M, MD, PHD",PROFESSOR AND CHAIR,DEPARTMENT OF PEDIATRICS AND HUMAN GENETICS,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"ANN ARBOR,       MI,       48109",,,
NEUROGENESIS AND CELL FATE STUDY SECTION,NCF,10/12/23,"MARTIN, DONNA  M, MD, PHD",PROFESSOR AND CHAIR,DEPARTMENT OF PEDIATRICS AND HUMAN GENETICS,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"ANN ARBOR,       MI,       48109",,,
DEVELOPMENTAL BRAIN DISORDERS STUDY SECTION,DBD,09/27/23,"MARTIN, DOUGLAS  R, PHD",PROFESSOR,"DEPARTMENT OF ANATOMY,",PHYSIOLOGY AND PHARMACOLOGY,COLLEGE OF VETERINARY MEDICINE,AUBURN UNIVERSITY,"AUBURN,       AL,       36849",
VIRAL DYNAMICS AND TRANSMISSION STUDY SECTION ,VDT,02/22/24,"MARTIN, EMILY  TOTH, PHD",ASSOCIATE  PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,SCHOOL OF PUBLIC HEALTH,UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,
CELLULAR MECHANISMS IN AGING AND DEVELOPMENT STUDY SECTION,CMAD,02/22/24,"MARTIN, IAN, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,SCHOOL OF MEDICINE,OREGON HEALTH AND SCIENCE UNIVERSITY,"PORTLAND,       OR,       97239",,
SKELETAL BIOLOGY DEVELOPMENT AND DISEASE STUDY SECTION,SBDD,02/22/24,"MARTIN, JOHN  ROBERT, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,UNIVERSITY OF CINCINNATI,"CINCINNATI,       OH,       45221",,,
LIFESTYLE CHANGE AND BEHAVIORAL HEALTH STUDY SECTION,LCBH,06/06/24,"MARTIN, MICHELLE  Y, PHD",PROFESSOR,DEPARTMENT OF PREVENTIVE MEDICINE,COLLEGE OF MEDICINE,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,"MEMPHIS,       TN,       38163",,
LIFESTYLE CHANGE AND BEHAVIORAL HEALTH STUDY SECTION,LCBH,02/15/24,"MARTIN, MICHELLE  Y, PHD",PROFESSOR,DEPARTMENT OF PREVENTIVE MEDICINE,COLLEGE OF MEDICINE,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,"MEMPHIS,       TN,       38163",,
LIFESTYLE CHANGE AND BEHAVIORAL HEALTH STUDY SECTION,LCBH,10/12/23,"MARTIN, MICHELLE  Y, PHD",PROFESSOR,DEPARTMENT OF PREVENTIVE MEDICINE,COLLEGE OF MEDICINE,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,"MEMPHIS,       TN,       38163",,
COMMUNITY INFLUENCES ON HEALTH BEHAVIOR STUDY SECTION,CIHB,06/11/24,"MARTIN, MOLLY  A, MD",PROFESSOR,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF ILLINOIS CHICAGO,"CHICAGO,       IL,       60612",,,
COMMUNITY INFLUENCES ON HEALTH BEHAVIOR STUDY SECTION,CIHB,02/27/24,"MARTIN, MOLLY  A, MD",PROFESSOR,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF ILLINOIS CHICAGO,"CHICAGO,       IL,       60612",,,
COMMUNITY INFLUENCES ON HEALTH BEHAVIOR STUDY SECTION,CIHB,10/24/23,"MARTIN, MOLLY  A, MD",PROFESSOR,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF ILLINOIS CHICAGO,"CHICAGO,       IL,       60612",,,
PATHOPHYSIOLOGY OF EYE DISEASE - 1 STUDY SECTION,PED1,10/16/23,"MARTIN, PAMELA  M, PHD",PROFESSOR,"DEPARTMENTS OF BIOCHEMISTRY,",MOLECULAR BIOLOGY AND OPHTHALMOLOGY,MEDICAL COLLEGE OF GEORGIA,AUGUSTA UNIVERSITY,"AUGUSTA,       GA,       30912",
ANTI-INFECTIVE RESISTANCE AND TARGETS STUDY SECTION ,AIRT,06/27/24,"MARTIN, RICHARD  JOHN, PHD",PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,IOWA STATE UNIVERSITY,"AMES,       IA,       50011",,
ANTI-INFECTIVE RESISTANCE AND TARGETS STUDY SECTION ,AIRT,03/07/24,"MARTIN, RICHARD  JOHN, PHD",PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,IOWA STATE UNIVERSITY,"AMES,       IA,       50011",,
ANTI-INFECTIVE RESISTANCE AND TARGETS STUDY SECTION ,AIRT,11/08/23,"MARTIN, RICHARD  JOHN, PHD",PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,IOWA STATE UNIVERSITY,"AMES,       IA,       50011",,
KIDNEY ENDOCRINE AND DIGESTIVE DISORDERS STUDY SECTION,KEDD,06/17/24,"MARTIN, VICTORIA  MACKENZIE, MPH, MD",ASSISTANT PROFESSOR IN PEDIATRICS,DIVISION OF PEDIATRIC GASTROENTEROLOGY,MASSACHUSETTES GENERAL FOR CHILDREN,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       01224",,
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION ,NPI,06/11/24,"MARTINA, MARCO, PHD, MD",PROFESSOR,DEPARTMENT OF PHYSIOLOGY,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO,       IL,       60611",,
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,07/18/24,"MARTINELLI, ELENA, PHD",PROFESSOR,DEPARTMENT OF INFECTIOUS DISEASES,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO,       IL,       60611",,
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,03/18/24,"MARTINELLI, ELENA, PHD",PROFESSOR,DEPARTMENT OF INFECTIOUS DISEASES,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO,       IL,       60611",,
HIV IMMUNOPATHOGENESIS AND VACCINE DEVELOPMENT STUDY SECTION,HIVD,11/15/23,"MARTINELLI, ELENA, PHD",PROFESSOR,DEPARTMENT OF INFECTIOUS DISEASES,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO,       IL,       60611",,
CANCER CELL BIOLOGY STUDY SECTION,CCB,02/08/24,"MARTINEZ OUTSCHOORN, UBALDO, MD",PROFESSOR,DEPARTMENT OF MEDICAL ONCOLOGY,THOMAS JEFFERSON UNIVERSITY,"PHILADELPHIA,       PA,       19107",,,
CANCER CELL BIOLOGY STUDY SECTION,CCB,10/05/23,"MARTINEZ OUTSCHOORN, UBALDO, MD",PROFESSOR,DEPARTMENT OF MEDICAL ONCOLOGY,THOMAS JEFFERSON UNIVERSITY,"PHILADELPHIA,       PA,       19107",,,
INTERVENTIONS TO PREVENT AND TREAT ADDICTIONS STUDY SECTION,IPTA,02/15/24,"MARTINEZ PRADEDA, URSULA, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF FAMILY AND PREVENTIVE MEDICINE,UNIVERSITY OF UTAH,"SALT LAKE CITY,       UT,       84112",,,
CLINICAL INTEGRATIVE CARDIOVASCULAR AND HEMATOLOGICAL SCIENCES STUDY SECTION,CCHS,10/19/23,"MARTINEZ, CLAUDIA  A, MD",PROFESSOR OF CLINICAL MEDICINE,DIVISION OF CARDIOVASCULAR MEDICINE,DEPARTMENT OF CARDIOLOGY AND,INTERVENTIONAL CARDIOLOGY,UNIVERSITY OF MIAMI MILLER SCHOOL OF MEDICINE,"MIAMI,       FL,       33136",
CLINICAL INTEGRATIVE CARDIOVASCULAR AND HEMATOLOGICAL SCIENCES STUDY SECTION,CCHS,02/15/24,"MARTINEZ, CLAUDIA, MD",PROFESSOR,DIVISION OF CARDIOVASCULAR MEDICINE,DEPARTMENT OF CARDIOLOGY AND,INTERVENTIONAL CARDIOLOGY,"MIAMI,       FL,       33136",,
VIRAL DYNAMICS AND TRANSMISSION STUDY SECTION ,VDT,06/20/24,"MARTINEZ, IVAN, PHD",ASSOCIATE PROFESSOR,"DEPARTMENT OF MICROBIOLOGY, IMMUNOLOGY",AND CELL BIOLOGY,WVU CANCER INSTITUTE,WEST VIRGINIA UNIVERSITY SCHOOL OF MEDICINE,"MORGANTOWN,       WV,       26506",
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,06/13/24,"MARTINEZ, LAISEL, PHD",ASSISTANT PROFESSOR,DIVISION OF VASCULAR AND ENDOVASCULAR SURGERY,DEPARTMENT OF SURGERY,UNIVERSITY OF MIAMI,"MIAMI,       FL,       33136",,
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,06/26/24,"MARTINEZ, LUIS  ALFONSO, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PATHOLOGY,SCHOOL OF MEDICINE,STONY BROOK UNIVERSITY,"STONY BROOK,       NY,       11794",,
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,03/04/24,"MARTINEZ, LUIS  ALFONSO, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PATHOLOGY,SCHOOL OF MEDICINE,STONY BROOK UNIVERSITY,"STONY BROOK,       NY,       11794",,
