Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6,Name_original,Lastname,First_and_middle,Firstname,Date_original,Zipcode
NANOTECHNOLOGY STUDY SECTION,NANO,6/9/2022,"GORDON, VERNITA DIANE",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICS,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 00000",,,,"GORDON, VERNITA DIANE,  PHD*",GORDON,VERNITA DIANE,VERNITA,06/09/22 -,0
NEUROSCIENCE OF BASIC VISUAL PROCESSES STUDY SECTION,NBVP,9/29/2022,"GORIS, ROBBE L",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"GORIS, ROBBE L,  PHD*",GORIS,ROBBE L,ROBBE,09/29/22 -,78712
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,2/16/2023,"GRASSO, STEPHANIE M",ASSISTANT PROFESSOR,"DEPARTMENT OF SPEECH LANGUAGE,  AND HEARING SCIENCE",THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78702",,,,"GRASSO, STEPHANIE M,  PHD*",GRASSO,STEPHANIE M,STEPHANIE,2/16/2023,78702
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,6/13/2024,"GRIFFIN, LISA",ASSOCIATE PROFESSOR,DEPARTMENT OF KINESIOLOGY AND,HEALTH EDUCATION,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"GRIFFIN, LISA, PHD",GRIFFIN,LISA,LISA,6/13/2024,78712
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,6/17/2021,"GROSS, JEFFREY",PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,UNIVERSITY OF PITTSBURGH MEDICAL SCHOOL,"PITTSBURGH, PA, 15213",,,,"GROSS, JEFFREY, PHD",GROSS,JEFFREY,JEFFREY,06/17/21 - 06/18/21,15213
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,10/25/2021,"GROSS, JEFFREY",PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,UNIVERSITY OF PITTSBURGH MEDICAL SCHOOL,"PITTSBURGH, PA, 15213",,,,"GROSS, JEFFREY, PHD",GROSS,JEFFREY,JEFFREY,10/25/21 - 10/26/21,15213
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,6/2/2022,"GROSS, JEFFREY",PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,UNIVERSITY OF PITTSBURGH MEDICAL SCHOOL,"PITTSBURGH, PA, 15213",,,,"GROSS, JEFFREY,  PHD",GROSS,JEFFREY,JEFFREY,06/02/22 -,15213
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,10/17/2022,"GROSS, JEFFREY",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR BIOSCIENCES,"THE UNIVERSITY OF TEXAS,  AUSTIN","AUSTIN, TX, 78712",,,,"GROSS, JEFFREY,  PHD",GROSS,JEFFREY,JEFFREY,10/17/22 -,78712
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,2/9/2023,"GROSS, JEFFREY",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR BIOSCIENCES,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"GROSS, JEFFREY,  PHD",GROSS,JEFFREY,JEFFREY,2/9/2023,78712
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,6/8/2023,"GROSS, JEFFREY",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR BIOSCIENCES,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"GROSS, JEFFREY,  PHD",GROSS,JEFFREY,JEFFREY,6/8/2023,78712
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,10/17/2023,"GROSS, JEFFREY",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR BIOSCIENCES,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"GROSS, JEFFREY, PHD",GROSS,JEFFREY,JEFFREY,10/17/2023,78712
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,2/15/2024,"GROSS, JEFFREY",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR BIOSCIENCES,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"GROSS, JEFFREY, PHD",GROSS,JEFFREY,JEFFREY,2/15/2024,78712
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,6/12/2024,"GROSS, JEFFREY",PROFESSOR AND CHAIR,DEPARTMENT OF MOLECULAR BIOSCIENCES,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"GROSS, JEFFREY, PHD",GROSS,JEFFREY,JEFFREY,6/12/2024,78712
MACROMOLECULAR STRUCTURE AND FUNCTION B STUDY SECTION,MSFB,6/14/2022,"GUAN, JUAN",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSICS,UNIVERSITY OF FLORIDA,"GAINESVILLE, FL, 32611",,,,"GUAN, JUAN,  PHD*",GUAN,JUAN,JUAN,06/14/22 -,32611
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,6/8/2023,"HAMILTON, J LIBERTY S",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78702",,,"HAMILTON, J LIBERTY S,  PHD*",HAMILTON,J LIBERTY S,J,6/8/2023,78702
PREGNANCY AND NEONATOLOGY STUDY SECTION,PN,6/28/2021,"HARPER, LORIE M",ASSOCIATE PROFESSOR,DIVISION OF MATERNAL-FETAL MEDICINE,UNIVERSITY OF TEXAS,DELL MEDICAL SCHOOL,"AUSTIN, TX, 78730",,,"HARPER, LORIE M, MD*",HARPER,LORIE M,LORIE,06/28/21 - 06/30/21,78730
PREGNANCY AND NEONATOLOGY STUDY SECTION,PN,10/27/2022,"HARPER, LORIE M",ASSOCIATE PROFESSOR,DIVISION OF MATERNAL-FETAL MEDICINE,UNIVERSITY OF TEXAS,DELL MEDICAL SCHOOL,"AUSTIN, TX, 78730",,,"HARPER, LORIE M,  MD*",HARPER,LORIE M,LORIE,10/27/2022,78730
MAXIMIZING INVESTIGATORSâ€™ RESEARCH AWARD A STUDY SECTION,MRAA,6/10/2021,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HARSHEY, RASIKA M, PHD",HARSHEY,RASIKA M,RASIKA,06/10/21 - 06/11/21,78712
MAXIMIZING INVESTIGATORSâ€™ RESEARCH AWARD A STUDY SECTION,MRAA,10/14/2021,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HARSHEY, RASIKA M, PHD",HARSHEY,RASIKA M,RASIKA,10/14/21 - 10/15/21,78712
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,10/12/2022,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HARSHEY, RASIKA M,  PHD",HARSHEY,RASIKA M,RASIKA,10/12/22 -,78712
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,2/27/2023,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HARSHEY, RASIKA M,  PHD",HARSHEY,RASIKA M,RASIKA,2/27/2023,78712
MAXIMIZING INVESTIGATORS’ RESEARCH AWARD A STUDY SECTION,MRAA,6/12/2023,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HARSHEY, RASIKA M,  PHD",HARSHEY,RASIKA M,RASIKA,6/12/2023,78712
MAXIMIZING INVESTIGATORS? RESEARCH AWARD A STUDY SECTION,MRAA,10/19/2023,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"HARSHEY, RASIKA  M, PHD",HARSHEY,RASIKA M,RASIKA,10/19/2023,78712
MAXIMIZING INVESTIGATORS? RESEARCH AWARD A STUDY SECTION,MRAA,2/20/2024,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"HARSHEY, RASIKA  M, PHD",HARSHEY,RASIKA M,RASIKA,2/20/2024,78712
MAXIMIZING INVESTIGATORS? RESEARCH AWARD A STUDY SECTION,MRAA,7/1/2024,"HARSHEY, RASIKA M",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"HARSHEY, RASIKA  M, PHD",HARSHEY,RASIKA M,RASIKA,7/1/2024,78712
HUMAN COMPLEX MENTAL FUNCTION STUDY SECTION,HCMF,6/9/2021,"HAYHOE, MARY M",PROFESSOR,DEPARTMENT OF PSYCHOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HAYHOE, MARY M, PHD",HAYHOE,MARY M,MARY,06/09/21 - 06/11/21,78712
MODELING AND ANALYSIS OF BIOLOGICAL SYSTEMS STUDY SECTION,MABS,10/18/2022,"HOSSAIN, SHAOLIE SAMIRA",ASSISTANT INVESTIGATOR AND ASSOCIATE RESEARCH PROFESSOR,INSTITUTE FOR COMPUTATIONAL ENGINEERING,AND SCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"HOUSTON, TX, 77030",,,"HOSSAIN, SHAOLIE SAMIRA,  PHD*",HOSSAIN,SHAOLIE SAMIRA,SHAOLIE,10/18/22 -,77030
MODELING AND ANALYSIS OF BIOLOGICAL SYSTEMS STUDY SECTION,MABS,6/27/2024,"HOSSAIN, SHAOLIE SAMIRA",RESEARCH ASSOCIATE PROFESSOR,ODEN INSTITUTE FOR,COMPUTATIONAL ENGINEEROING & SCIENCES,"AUSTIN,       TX,       78712",,,,"HOSSAIN, SHAOLIE  SAMIRA, PHD",HOSSAIN,SHAOLIE SAMIRA,SHAOLIE,6/27/2024,78712
CLINICAL NEUROPLASTICITY AND NEUROTRANSMITTERS STUDY SECTION,CNNT,6/17/2021,"HOWARD, MACKENZIE A",RESEARCH ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,CENTER FOR LEARNING AND MEMORY AND,INSTITUTE FOR NEUROSCIENCE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"HOWARD, MACKENZIE A, PHD*",HOWARD,MACKENZIE A,MACKENZIE,06/17/21 - 06/18/21,78712
CLINICAL NEUROPLASTICITY AND NEUROTRANSMITTERS STUDY SECTION,CNNT,10/28/2021,"HOWARD, MACKENZIE A",RESEARCH ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,CENTER FOR LEARNING AND MEMORY AND,INSTITUTE FOR NEUROSCIENCE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"HOWARD, MACKENZIE A, PHD*",HOWARD,MACKENZIE A,MACKENZIE,10/28/21 - 10/29/21,78712
CLINICAL NEUROPLASTICITY AND NEUROTRANSMITTERS STUDY SECTION,CNNT,3/10/2022,"HOWARD, MACKENZIE A",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,CENTER FOR LEARNING AND MEMORY ,INSTITUTE FOR NEUROSCIENCE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"HOWARD, MACKENZIE A, PHD*",HOWARD,MACKENZIE A,MACKENZIE,03/10/22 - 03/11/22,78712
CLINICAL NEUROPLASTICITY AND NEUROTRANSMITTERS STUDY SECTION,CNNT,6/9/2022,"HOWARD, MACKENZIE A",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,CENTER FOR LEARNING AND MEMORY AND,INSTITUTE FOR NEUROSCIENCE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"HOWARD, MACKENZIE A,  PHD*",HOWARD,MACKENZIE A,MACKENZIE,06/09/22 -,78712
CLINICAL NEUROPLASTICITY AND NEUROTRANSMITTERS STUDY SECTION,CNNT,2/16/2023,"HOWARD, MACKENZIE A",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,CENTER FOR LEARNING AND MEMORY AND,INSTITUTE FOR NEUROSCIENCE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"HOWARD, MACKENZIE A,  PHD*",HOWARD,MACKENZIE A,MACKENZIE,2/16/2023,78712
CHEMICAL BIOLOGY AND PROBES STUDY SECTION,CBP,10/19/2023,"HSU, KU-LUNG",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"HSU, KU-LUNG, PHD",HSU,KU-LUNG,KU-LUNG,10/19/2023,78712
ENABLING BIOANALYTICAL AND IMAGING TECHNOLOGIES STUDY SECTION,EBIT,6/20/2024,"HSU, KU-LUNG",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"HSU, KU-LUNG, PHD",HSU,KU-LUNG,KU-LUNG,6/20/2024,78712
NEUROSCIENCE OF BASIC VISUAL PROCESSES STUDY SECTION,NBVP,6/9/2021,"HUK, ALEXANDER C",DIRECTOR AND PROFESSOR,CENTER FOR PERCEPTUAL SYSTEMS,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HUK, ALEXANDER C, PHD",HUK,ALEXANDER C,ALEXANDER,06/09/21 - 06/09/21,78712
NEUROSCIENCE OF BASIC VISUAL PROCESSES STUDY SECTION,NBVP,2/9/2022,"HUK, ALEXANDER C",DIRECTOR AND PROFESSOR,CENTER FOR PERCEPTUAL SYSTEMS,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HUK, ALEXANDER C, PHD",HUK,ALEXANDER C,ALEXANDER,02/09/22 - 02/10/22,78712
NEUROSCIENCE OF BASIC VISUAL PROCESSES STUDY SECTION,NBVP,6/8/2022,"HUK, ALEXANDER C",DIRECTOR AND PROFESSOR,CENTER FOR PERCEPTUAL SYSTEMS,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"HUK, ALEXANDER C,  PHD",HUK,ALEXANDER C,ALEXANDER,06/08/22 -,78712
"MOTOR FUNCTION, SPEECH AND REHABILITATION STUDY SECTION",MFSR,3/4/2024,"HUSSAIN, SARA J",ASSISTANT PROFESSOR,DEPARTMENT OF KINESIOLOGY AND HEALTH EDUCATION,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN,       TX,       78712",,,,"HUSSAIN, SARA  J, PHD",HUSSAIN,SARA J,SARA,3/4/2024,78712
INTERSPECIES MICROBIAL INTERACTIONS AND INFECTIOUS STUDY SECTION,IMII,6/5/2024,"IBBERSON, CAROLYN BROOK",ASSISTANT PROFESSOR,DEPARTMENT OF MICROBIOLOGY,SCHOOL OF BIOLOGICAL SCIENCES,UNIVERSITY OF OKLAHOMA,"NORMAN,       OK,       73019",,,"IBBERSON, CAROLYN  BROOK, PHD",IBBERSON,CAROLYN BROOK,CAROLYN,6/5/2024,73019
"NEURAL BASIS OF PSYCHOPATHOLOGY, ADDICTIONS AND SLEEP DISORDERS STUDY SECTION",NPAS,10/20/2022,"JABBI, MBEMBA",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHOLOGY,UNIVERSITY OF TEXAS,"AUSTIN, TX, 78712",,,,"JABBI, MBEMBA,  MS,  PHD*",JABBI,MBEMBA,MBEMBA,10/20/22 -,78712
"NEURAL BASIS OF PSYCHOPATHOLOGY, ADDICTIONS AND SLEEP DISORDERS STUDY SECTION",NPAS,2/16/2023,"JABBI, MBEMBA",ASSISTANT PROFESSOR,UNIVERSITY OF TEXAS AT AUSTIN,DEPARTMENT OF PSYCHIATRY,DELL MEDICAL SCHOOL,"AUSTIN, TX, 78712",,,"JABBI, MBEMBA,  MS,  PHD*",JABBI,MBEMBA,MBEMBA,2/16/2023,78712
"NEURAL BASIS OF PSYCHOPATHOLOGY, ADDICTIONS AND SLEEP DISORDERS STUDY SECTION",NPAS,10/12/2023,"JABBI, MBEMBA",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL SCIENCES,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,"JABBI, MBEMBA, PHD",JABBI,MBEMBA,MBEMBA,10/12/2023,78712
"NEURAL BASIS OF PSYCHOPATHOLOGY, ADDICTIONS AND SLEEP DISORDERS STUDY SECTION",NPAS,2/22/2024,"JABBI, MBEMBA",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL SCIENCES,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,"JABBI, MBEMBA, PHD",JABBI,MBEMBA,MBEMBA,2/22/2024,78712
"NEURAL BASIS OF PSYCHOPATHOLOGY, ADDICTIONS AND SLEEP DISORDERS STUDY SECTION",NPAS,6/20/2024,"JABBI, MBEMBA",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL SCIENCES,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,"JABBI, MBEMBA, PHD",JABBI,MBEMBA,MBEMBA,6/20/2024,78712
COMMUNITY INFLUENCES ON HEALTH BEHAVIOR STUDY SECTION,CIHB,2/15/2022,"JANG, YURI",ASSOCIATE PROFESSOR,SCHOOL OF SOCIAL WORK,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78723",,,,"JANG, YURI, PHD*",JANG,YURI,YURI,02/15/22 - 02/16/22,78723
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,10/13/2022,"JANG, YURI",PROFESSOR,DEPARTMENT OF ADULT MENTAL HEALTH AND WELLNESS,SCHOOL OF SOCIAL WORK,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES, CA, 90007",,,"JANG, YURI,  PHD*",JANG,YURI,YURI,10/13/22 -,90007
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,2/22/2024,"JANG, YURI",PROFESSOR,DEPARTMENT OF ADULT MENTAL HEALTH AND WELLNESS,SCHOOL OF SOCIAL WORK,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90007",,,"JANG, YURI, PHD",JANG,YURI,YURI,2/22/2024,90007
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,6/27/2024,"JANG, YURI",PROFESSOR,DEPARTMENT OF ADULT MENTAL HEALTH AND WELLNESS,SUZANNE DWORAK-PECK SCHOOL OF SOCIAL WORK,USC EDWARD R. ROYBAL INSTITUTE ON AGING,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90007",,"JANG, YURI, PHD",JANG,YURI,YURI,6/27/2024,90007
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,2/22/2024,"JARA OSEGUERA, ANDRES",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR SCIENCES,UNIVERSITY OF TEXAS AUSTIN,"AUSTIN,       TX,       78712",,,,"JARA OSEGUERA, ANDRES, DSC",JARA OSEGUERA,ANDRES,ANDRES,2/22/2024,78712
"BIOENGINEERING, TECHNOLOGY AND SURGICAL SCIENCES STUDY SECTION",BTSS,10/12/2021,"JIA, YAOYAO",ASSISTANT PROFESSOR,DEPARTMENT OF ELECTRICAL,AND COMPUTER ENGINEERING,UNIVERSITY OF TEXAS,"AUSTIN, TX, 78712",,,"JIA, YAOYAO, PHD*",JIA,YAOYAO,YAOYAO,10/12/21 - 10/13/21,78712
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,3/7/2024,"KAOUD, TAMER SAAD",RESEARCH ASSISTANT PROFESSOR,CHEMICAL BIOLOGY & MEDICINAL CHEMISTRY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"KAOUD, TAMER  SAAD, PHD",KAOUD,TAMER SAAD,TAMER,3/7/2024,78712
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,11/8/2021,"KESLER, SHELLI R",ASSOCIATE PROFESSOR,DEPARTMENT OF DIAGNOSTIC MEDICINE,SCHOOL OF NURSING,DELL SCHOOL OF MEDICINE,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"KESLER, SHELLI R, PHD",KESLER,SHELLI R,SHELLI,11/08/21 - 11/10/21,78712
INNATE IMMUNITY AND INFLAMMATION STUDY SECTION,III,6/22/2023,"KIDANE MULAT, DAWIT",ASSOCIATE PROFESSOR OF PHYSIOLOGY,COLLEGE OF MEDICINE,HOWARD UNIVERSITY,"WASHINGTON, DC, 20059",,,,"KIDANE MULAT, DAWIT,  PHD*",KIDANE MULAT,DAWIT,DAWIT,6/22/2023,20059
INNATE IMMUNITY AND INFLAMMATION STUDY SECTION,III,10/19/2023,"KIDANE MULAT, DAWIT",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND BIOPHYSICS,COLLEGE OF MEDICINE,HOWARD UNIVERSITY,"WASHINGTON, DC,       DC,       20059",,,"KIDANE MULAT, DAWIT, PHD",KIDANE MULAT,DAWIT,DAWIT,10/19/2023,20059
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,3/7/2024,"KIDANE MULAT, DAWIT",ASSOCIATE PROFESSOR,COLLEGE OF MEDICINE,HOWARD UNIVERSITY,"WASHINGTON, DC,       DC,       20059",,,,"KIDANE MULAT, DAWIT, PHD",KIDANE MULAT,DAWIT,DAWIT,3/7/2024,20059
MOLECULAR GENETICS STUDY SECTION,MG,6/20/2024,"KIDANE MULAT, DAWIT",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND BIOPHYSICS,COLLEGE OF MEDICINE,HOWARD UNIVERSITY,"WASHINGTON, DC,       DC,       20059",,,"KIDANE MULAT, DAWIT, PHD",KIDANE MULAT,DAWIT,DAWIT,6/20/2024,20059
BIOCHEMISTRY AND BIOPHYSICS OF MEMBRANES STUDY SECTION,BBM,10/12/2023,"KIM, CHUNG SUB",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND REGENERATIVE,MEDICINE,AUGUSTA UNIVERSITY,"AUGUSTA,       GA,       30901",,,"KIM, CHUNG SUB, PHD",KIM,CHUNG SUB,CHUNG,10/12/2023,30901
DEVELOPMENT - 2 STUDY SECTION,DEV2,10/12/2021,"KIM, JONGHWAN",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR CELL,AND DEVELOPMENTAL BIOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"KIM, JONGHWAN, PHD*",KIM,JONGHWAN,JONGHWAN,10/12/21 - 10/13/21,78712
PREGNANCY AND NEONATOLOGY STUDY SECTION,PN,2/23/2023,"KIM, JONGHWAN",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR CELL,AND DEVELOPMENTAL BIOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"KIM, JONGHWAN,  PHD*",KIM,JONGHWAN,JONGHWAN,2/23/2023,78712
"CELLULAR, MOLECULAR AND INTEGRATIVE REPRODUCTION STUDY SECTION",CMIR,6/20/2023,"KIM, JONGHWAN",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"KIM, JONGHWAN,  PHD*",KIM,JONGHWAN,JONGHWAN,6/20/2023,78712
DEVELOPMENT - 2 STUDY SECTION,DEV2,10/10/2023,"KIM, JONGHWAN",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"KIM, JONGHWAN, PHD",KIM,JONGHWAN,JONGHWAN,10/10/2023,78712
MAXIMIZING INVESTIGATORSâ€™ RESEARCH AWARD A STUDY SECTION,MRAA,2/22/2022,"KIM, NAYUN",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY,AND MOLECULAR GENETICS,UNIVERSITY OF TEXAS,HEALTH SCIENCE CENTER AT HOUSTON,"HOUSTON, TX, 77030",,"KIM, NAYUN, PHD*",KIM,NAYUN,NAYUN,02/22/22 - 02/23/22,77030
MOLECULAR GENETICS STUDY SECTION,MG,10/26/2023,"KIM, NAYUN",ASSOCIATE PROFESSOR,DIVISION OF PHARMACOLOGY AND TOXICOLOGY,THE COLLEGE OF PHARMACY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78723",,,"KIM, NAYUN, PHD",KIM,NAYUN,NAYUN,10/26/2023,78723
MOLECULAR GENETICS STUDY SECTION,MG,2/22/2024,"KIM, NAYUN",ASSOCIATE PROFESSOR,DIVISION OF PHARMACOLOGY AND TOXICOLOGY,THE COLLEGE OF PHARMACY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78723",,,"KIM, NAYUN, PHD",KIM,NAYUN,NAYUN,2/22/2024,78723
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,6/21/2021,"KIRAN, SWATHI",PROFESSOR,"DEPARTMENT OF SPEECH, LANGUAGE,",AND HEARING SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,,"KIRAN, SWATHI, PHD",KIRAN,SWATHI,SWATHI,06/21/21 - 06/22/21,2215
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,10/28/2021,"KIRAN, SWATHI",PROFESSOR,"DEPARTMENT OF SPEECH, LANGUAGE,",AND HEARING SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,,"KIRAN, SWATHI, PHD",KIRAN,SWATHI,SWATHI,10/28/21 - 10/29/21,2215
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,2/10/2022,"KIRAN, SWATHI",PROFESSOR,"DEPARTMENT OF SPEECH, LANGUAGE,",AND HEARING SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,,"KIRAN, SWATHI, PHD",KIRAN,SWATHI,SWATHI,02/10/22 - 02/11/22,2215
