Section Name,Section Abbreviation,Date,Zipcode,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,63110,"STEGH, ALEXANDER  H",PROFESSOR,DEPARTMENT OF NEUROSURGERY,ALVIN J. SITEMAN COMPREHENSIVE CANCER CENTER,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,"ST. LOUIS,       MO,       63110",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,30912,"THANGARAJU, MUTHUSAMY",ASSOCIATE PROFESSOR,"DEPARTMENTS OF BIOCHEMISTRY, MOLECULAR BIOLOGY,",AND GRADUATE STUDIES,TUMOR SIGNALING AND ANGIOGENESIS,AUGUSTA UNIVERSITY,"AUGUSTA,       GA,       30912",
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,92697,"TRADER, DARCI  J",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,UNIVERSITY OF CALIFORNIA,"IRVINE,       CA,       92697",,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,20814,"UPADHYAY, GEETA",ASSOCIATE PROFESSOR,DEPARTMENT OF PATHOLOGY,F. EDWARD HEBERT SCHOOL OF MEDICINE,HEALTH SCIENCES,UNIFORMED SERVICES UNIVERSITY,"BETHESDA,       MD,       20814",
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,62693092,"VINOGRADOVA, OLGA",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,UNIVERSITY OF CONNECTICUT,"STORRS,       CT,       062693092",,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,27599,"WANG, XIAODONG",DIRECTOR OF MEDICINAL CHEMISTRY,CENTER FOR INTEGRATIVE CHEMICAL BIOLOGY AND,DRUG DISCOVERY,ESHELMAN SCHOOL OF PHARMACY,THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"CHAPEL HILL,       NC,       27599",
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,94158,"WANG, LEI",PROFESSOR,DEPARTMENT OF PHARMACEUTICAL CHEMISTRY,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,       CA,       94158",,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,15261,"WANG, QIMING  JANE",PROFESSOR,DEPARTMENT OF PHARMACOLOGY AND CHEMICAL BIOLOGY,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,       PA,       15261",,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,90095,"WEN, JING",ASSISTANT ADJUNCT PROFESSOR,"DEPARTMENT OF MICROBIOLOGY, IMMUNOLOGY",AND MOLECULAR GENETICS,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES,       CA,       90095",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,14214,"WOO, SUKYUNG",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACOLOGY AND THERAPEUTICS,SCHOOL OF PHARMACY AND PHARMACEUTICAL SCIENCES,STATE UNIVERSITY OF NEW YORK AT BUFFALO,"BUFFALO,       NY,       14214",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,77030,"YOUNG, DAMIAN  WINSTON",ASSOCIATE DIRECTOR,CENTER FOR DRUG DISCOVERY,"ASSOCIATE PROFESSOR, PHARMACOLOGY",AND CHEMICAL BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77030",
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,20892,"SMILEY, JEFFREY",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,10/12/2023,20892,"JONES, GABRIELLE  MIN",EXTRAMURAL SUPPORT ASSISTANT,THE CENTER FOR SCIENTIFIC REVIEW,THE NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,90027,"FREY, MARK  R",PROFESSOR,"DEPARTMENTS OF PEDIATRICS,",BIOCHEMISTRY AND MOLECULAR MEDICINE,KECK SCHOOL OF MEDICINE,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90027",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,23298,"AKBARALI, HAMID  I",PROFESSOR AND VICE CHAIR,DEPARTMENT OF PHARMACOLOGY AND TOXICOLOGY,SCHOOL OF MEDICINE,VIRGINIA COMMONWEALTH UNIVERSITY,"RICHMOND,       VA,       23298",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,84112,"AL-HILAL, TASLIM  A",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR PHARMACEUTICS,AND BIOMEDICAL ENGINEERING,SCHOOL OF PHARMACY,UNIVERSITY OF UTAH,"SALT LAKE CITY,       UT,       84112",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,45229,"AZOUZ, NURIT  P",ASSISTANT PROFESSOR,DIVISION OF ALLERGY AND IMMUNOLOGY,DEPARTMENT OF PEDIATRICS,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,"CINCINNATI,       OH,       45229",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,19104,"BELLE, NICOLE  MALONEY",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,       PA,       19104",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,55905,"BEYDER, ARTHUR",ASSOCIATE PROFESSOR,DIVISION OF GASTROENTEROLOGY AND HEPATOLOGY,DEPARTMENTS OF MEDICINE AND PHYSIOLOGY,MAYO CLINIC,"ROCHESTER,       MN,       55905",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,37209,"BYNDLOSS, MARIANA  XAVIER",ASSISTANT PROFESSOR,DEPARTMENT OF PATHOLOGY,MICROBIOLOGY AND IMMUNOLOGY,SCHOOL OF MEDICINE,VANDERBILT UNIVERSITY,"NASHVILLE,       TN,       37209",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,87131,"CASTILLO, ELISEO  FERNANDO",ASSOCIATE PROFESSOR,DIVISION OF GASTROENTEROLOGY AND HEPATOLOGY,DEPARTMENT OF INTERNAL MEDICINE,SCHOOL OF MEDICINE,UNIVERSITY OF NEW MEXICO,"ALBUQUERQUE,       NM,       87131",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,328161206,"CHENG, ZIXI  JACK",PROFESSOR,DEPARTMENT OF MEDICINE,BURNETT SCHOOL OF BIOMEDICAL SCIENCES,UNIVERSITY OF CENTRAL FLORIDA,"ORLANDO,       FL,       328161206",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,94143,"CIL, ONUR",ASSISTANT PROFESSOR,DEPARTMENT OF PEDIATRICS,SCHOOL OF MEDICINE,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,       CA,       94143",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,80523,"DE LA SERRE, CLAIRE",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,AND BIOMEDICAL SCIENCE,COLORADO STATE UNIVERSITY,"FORT COLLINS,       CO,       80523",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,7102,"GAO, NAN",PROFESSOR,"DEPARTMENT OF PHARMACOLOGY,",PHYSIOLOGY AND NEUROSCIENCE,RUTGERS BIOMEDICAL AND HEALTH SCIENCES,RUTGERS UNIVERSITY,"NEWARK,       NJ,       07102",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,48109,"HOGAN, SIMON  PATRICK",PROFESSOR,DEPARTMENT OF PATHOLOGY,MARY H. WEISER FOOD ALLERGY CENTER,UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,10019,"HU, HONGZHEN",PROFESSOR,DEPARTMENT OF DERMATOLOGY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,       NY,       10019",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,73104,"HUNTER, CATHERINE  JANE",PROFESSOR,DIVISION OF PEDIATRIC SURGERY,DEPARTMENT OF SURGERY,COLLEGE OF MEDICINE,UNIVERSITY OF OKLAHOMA,"OKLAHOMA CITY,       OK,       73104",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,40202,"JALA, VENKATAKRISHNA  RAO",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,JAMES GRAHAM BROWN CANCER CENTER,UNIVERSITY OF LOUISVILLE,"LOUISVILLE,       KY,       40202",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,53226,"KARRENTO, KATJA  KRISTINA",ASSOCIATE PROFESSOR,DIVISION OF PEDIATRIC GASTROENTEROLOGY,HEPATOLOGY AND NUTRITION,DEPARTMENT OF PEDIATRICS,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE,       WI,       53226",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,30314,"LIOU, GEOU-YARH",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,CENTER FOR CANCER RESEARCH AND,THERAPEUTIC DEVELOPMENT,CLARK ATLANTA UNIVERSITY,"ATLANTA,       GA,       30314",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,60637,"LIU, CAMBRIAN  YANGSHAO",RESEARCH ASSISTANT PROFESSOR,DIVISION OF GASTROENTEROLOGY,DEPARTMENT OF MEDICINE,UNIVERSITY OF CHICAGO,"CHICAGO,       IL,       60637",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,10001,"MARGOLIS, KARA  GROSS",ASSOCIATE PROFESSOR,"DEPARTMENTS OF MOLECULAR PATHOBIOLOGY,",CELL BIOLOGY AND PEDIATRICS,NEW YORK UNIVERSITY,"NEW YORK,       NY,       10001",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,80045,"MENARD-KATCHER, CALIES  D",ASSOCIATE PROFESSOR,SECTION OF GASTROENTEROLOGY,HEPATOLOGY AND NUTRITION,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF COLORADO,"AURORA,       CO,       80045",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,2114,"MOU, HONGMEI",ASSISTANT PROFESSOR,DEPARTMENT OF PEDIATRICS,MASSACHUSETTS GENERAL HOSPITAL,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02114",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,98109,"NYANGAHU, DONALD",ACTING ASSISTANT PROFESSOR,DEPARTMENT OF PEDIATRICS,CENTER FOR GLOBAL INFECTIOUS DISEASE RESEARCH,UNIVERSITY OF WASHINGTON,"SEATTLE,       WA,       98109",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,53706,"PIERRE, JOSEPH  F",ASSISTANT PROFESSOR,DEPARTMENT OF NUTRITIONAL SCIENCES,COLLEGE OF AGRICULTURAL AND LIFE SCIENCES,UNIVERSITY OF WISCONSIN,"MADISON,       WI,       53706",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,30322,"SAMPSON, TIMOTHY  ROBERT",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,EMORY UNIVERSITY,"ATLANTA,       GA,       30322",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,55077,"SEGURA, BRADLEY  J",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS AND SURGERY,UNIVERSITY OF MINNESOTA,"INVER GROVE HEIGHTS,       MN,       55077",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,32224,"STORZ, PETER",PROFESSOR,DEPARTMENT OF CANCER BIOLOGY,COLLEGE OF MEDICINE AND SCIENCE,MAYO CLINIC,"JACKSONVILLE,       FL,       32224",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,20037,"TZATSOS, ALEXANDROS",ASSOCIATE PROFESSOR,DEPARTMENT OF ANATOMY AND CELL BIOLOGY,SCHOOL OF MEDICINE AND HEALTH SCIENCES,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON,       DC,       20037",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,27710,"ULLOA, LUIS",ASSOCIATE PROFESSOR,DEPARTMENT OF ANESTHESIOLOGY,CENTER FOR PERIOPERATIVE ORGAN PROTECTION,DUKE UNIVERSITY,"DURHAM,       NC,       27710",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,2912,"VAISHNAVA, SHIPRA",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR MICROBIOLOGY,AND IMMUNOLOGY,BROWN UNIVERSITY,"PROVIDENCE,       RI,       02912",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,13699,"WALLACE, KENNETH  N",PROFESSOR,DEPARTMENT OF BIOLOGY,CLARKSON UNIVERSITY,"POTSDAM,       NY,       13699",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,3756,"WANG, XIAOFENG",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR AND SYSTEMS BIOLOGY,GEISEL SCHOOL OF MEDICINE,DARTMOUTH UNIVERSITY,"LEBANON,       NH,       03756",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,78229,"WANG, PEI",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL SYSTEMS AND ANATOMY,GRADUATE SCHOOL OF BIOMEDICAL SCIENCES,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER,"SAN ANTONIO,       TX,       78229",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,63130,"XIAO, XUNJUN",ASSISTANT PROFESSOR,DEPARTMENT OF PEDIATRICS,SCHOOL OF MEDICINE,WASHINGTON UNIVERSITY IN ST. LOUIS,"ST. LOUIS,       MO,       63130",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,10032,"YAN, KELLEY",ASSISTANT PROFESSOR,DIVISION OF DIGESTIVE AND LIVER DISEASES,DEPARTMENT OF GENETICS AND DEVELOPMENT,DEPARTMENT OF MEDICINE,COLUMBIA UNIVERSITY,"NEW YORK,       NY,       10032",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,20892,"JUAN, ASTER",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,6/13/2024,20892,"ORTIZ, CYND",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,90027,"FREY, MARK  R",PROFESSOR,"DEPARTMENTS OF PEDIATRICS,",BIOCHEMISTRY AND MOLECULAR MEDICINE,KECK SCHOOL OF MEDICINE,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90027",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,19146,"BENITEZ, ALAIN  J",ASSISTANT PROFESSOR,"DIVISION OF GASTROENTEROLOGY,",HEPATOLOGY AND NUTRITION,DEPARTMENT OF PEDIATRICS,CHILDREN'S HOSPITAL OF PHILADELPHIA,"PHILADELPHIA,       PA,       19146",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,55905,"BEYDER, ARTHUR",ASSOCIATE PROFESSOR,DIVISION OF GASTROENTEROLOGY AND HEPATOLOGY,DEPARTMENTS OF MEDICINE AND PHYSIOLOGY,MAYO CLINIC,"ROCHESTER,       MN,       55905",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,27710,"BOHORQUEZ, DIEGO  V",ASSOCIATE PROFESSOR,DIVISION OF GASTROENTEROLOGY,DEPARTMENT OF MEDICINE,DUKE UNIVERSITY,"DURHAM,       NC,       27710",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,73104,"BURGE, KATHRYN  YOUNG",ASSISTANT PROFESSOR,SECTION OF NEONATAL-PERINATAL MEDICINE,COLLEGE OF MEDICINE,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY,       OK,       73104",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,2903,"CAO, WEIBIAO",PROFESSOR,DEPARTMENT OF PATHOLOGY,AND LABORATORY MEDICINE,RHODE ISLAND HOSPITAL,BROWN UNIVERSITY,"PROVIDENCE,       RI,       02903",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,87131,"CASTILLO, ELISEO  FERNANDO",ASSOCIATE PROFESSOR,DIVISION OF GASTROENTEROLOGY AND HEPATOLOGY,DEPARTMENT OF INTERNAL MEDICINE,SCHOOL OF MEDICINE,UNIVERSITY OF NEW MEXICO,"ALBUQUERQUE,       NM,       87131",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,838443183,"CHEN, YIMIN",ASSISTANT PROFESSOR,SCHOOL OF FAMILY AND CONSUMER SCIENCES,COLLEGE OF AGRICULTURAL AND LIFE SCIENCES,UNIVERSITY OF IDAHO,"MOSCOW,       ID,       838443183",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,8103,"CHEN, XIAOXIN  LUKE",PROFESSOR,DEPARTMENT OF SURGERY,CORIELL INSTITUTE FOR MEDICAL RESEARCH,COOPER MEDICAL SCHOOL,ROWAN UNIVERSITY,"CAMDEN,       NJ,       08103",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,2118,"CROTT, JIMMY  W",ASSOCIATE PROFESSOR,DEPARTMENT OF PATHOLOGY,AND LABORATORY MEDICINE,SCHOOL OF MEDICINE,BOSTON UNIVERSITY,"BOSTON,       MA,       02118",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,80523,"DE LA SERRE, CLAIRE",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,AND BIOMEDICAL SCIENCE,COLORADO STATE UNIVERSITY,"FORT COLLINS,       CO,       80523",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,6510,"ESCOBAR HOYOS, LUISA",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR BIOPHYSICS,AND BIOCHEMISTRY,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN,       CT,       06510",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,94158,"FATTAHI, FARANAK",ASSISTANT PROFESSOR,DEPARTMENT OF CELLULAR AND MOLECULAR PHARMACOLOGY,SCHOOL OF MEDICINE,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,       CA,       94158",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,53705,"FU, TING",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACY,SCHOOL OF MEDICINE AND PUBLIC HEALTH,UNIVERSITY OF WISCONSIN-MADISON,"MADISON,       WI,       53705",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,7102,"GAO, NAN",PROFESSOR,"DEPARTMENT OF PHARMACOLOGY,",PHYSIOLOGY AND NEUROSCIENCE,RUTGERS BIOMEDICAL AND HEALTH SCIENCES,RUTGERS UNIVERSITY,"NEWARK,       NJ,       07102",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,40536,"GAO, TIANYAN",PROFESSOR,DEPARTMENT OF MOLECULAR,AND CELLULAR BIOCHEMISTRY,MARKEY CANCER CENTER,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,95616,"GAREAU, MELANIE  G",ASSOCIATE PROFESSOR,"DEPARTMENTS OF ANATOMY,",PHYSIOLOGY AND CELL BIOLOGY,SCHOOL OF VETERINARY MEDICINE,"UNIVERSITY OF CALIFORNIA, DAVIS","DAVIS,       CA,       95616",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,2114,"GOLDSTEIN, ALLAN  M",PROFESSOR AND CHIEF,DEPARTMENT OF PEDIATRIC SURGERY,MASSACHUSETTS GENERAL HOSPITAL,"BOSTON,       MA,       02114",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,48109,"HOGAN, SIMON  PATRICK",PROFESSOR,DEPARTMENT OF PATHOLOGY,MARY H. WEISER FOOD ALLERGY CENTER,UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,10019,"HU, HONGZHEN",PROFESSOR,DEPARTMENT OF DERMATOLOGY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,       NY,       10019",,,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,92093,"ITKIN-ANSARI, PAMELA  ROSE",ADJUNCT PROFESSOR,DEVELOPMENT AND AGING PROGRAM,CENTER FOR GENETIC DISORDERS AND AGING RESEARCH,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,"LA JOLLA,       CA,       92093",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,30322,"JONES, RHEINALLT  MELFYN",ASSOCIATE PROFESSOR,"DIVISION OF GASTROENTEROLOGY,",HEPATOLOGY AND NUTRITION,DEPARTMENT OF PEDIATRICS,EMORY UNIVERSITY,"ATLANTA,       GA,       30322",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,29425,"KOURTIDIS, ANTONIS",ASSOCIATE PROFESSOR,DEPARTMENT OF REGENERATIVE MEDICINE,AND CELL BIOLOGY,MEDICAL UNIVERSITY OF SOUTH CAROLINA,"CHARLESTON,       SC,       29425",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,37208,"M'KOMA, AMOSY  EPHREIM",ASSOCIATE PROFESSOR,DIVISION OF BIOMEDICAL SCIENCES,DEPARTMENT OF BIOCHEMISTRY AND CANCER BIOLOGY,SCHOOL OF MEDICINE,MEHARRY MEDICAL COLLEGE,"NASHVILLE,       TN,       37208",
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,10001,"MARGOLIS, KARA  GROSS",ASSOCIATE PROFESSOR,"DEPARTMENTS OF MOLECULAR PATHOBIOLOGY,",CELL BIOLOGY AND PEDIATRICS,NEW YORK UNIVERSITY,"NEW YORK,       NY,       10001",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,48824,"MOESER, ADAM",PROFESSOR,DEPARTMENT OF LARGE ANIMAL CLINICAL SCIENCES,COLLEGE OF VETERINARY MEDICINE,MICHIGAN STATE UNIVERSITY,"EAST LANSING,       MI,       48824",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,76010,"PAN, ZUI",PROFESSOR,DEPARTMENT OF GRADUATE NURSING,COLLEGE OF NURSING AND HEALTH INNOVATION,UNIVERSITY OF TEXAS AT ARLINGTON,"ARLINGTON,       TX,       76010",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION ,DNPD,2/15/2024,44106,"RODRIGUEZ-PALACIOS, ALEXANDER",ASSISTANT PROFESSOR,DIVISION OF GASTROENTEROLOGY,AND LIVER DISEASES,SCHOOL OF MEDICINE,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44106",
